scenario_id,folder_name,evitability,means_side_effect,commission_omission,scenario_text,options,avg_permissibility_rating,avg_intention_rating,events_cik_utilities,selected_event
7,coc_inevitable_prevention_no_stories,Inevitable,COC (SideEff),Omission,"I, a Mechanic, face a moral dilemma. My colleague has the opportunity to use a new, more efficient hydraulic lift in his garage. The new lift helps with the repairs of a small subset of vehicles. As a side effect of helping with the repairs of a small subset of vehicles, the new lift produces a low humming noise, which is distracting to some workers. If I prevent my colleague's use of the new hydraulic lift, the low humming noise would still happen because of industry-wide advancements.","{'1': ""prevent my colleague's use of the new hydraulic lift."", '2': ""not prevent my colleague's use of the new hydraulic lift.""}",4.142857142857143,2.4285714285714284,"[('I prevent my colleague from using the new hydraulic lift', '+', '+', '+', '0'), ('Colleague continues using older equipment or alternative methods', '+', '+', '+', '10'), ('Colleague experiences less distraction from the low humming noise', '-', '-', '-', '0'), ('Industry-wide low humming noise continues due to other sources', '-', '-', '+', '0'), (""Colleague's repair efficiency for the small subset of vehicles does not improve"", '+', '-', '+', '0'), ('I potentially cause tension or conflict with a colleague', '+', '-', '-', '-40'), ('Overall repair processes in the garage remain less efficient for the small subset of vehicles', '+', '+', '+', '-20')]","('I potentially cause tension or conflict with a colleague', '+', '-', '-', '-40')"
8,cc_evitable_action_yes_stories,Evitable,CC (Means),Commission,"I, a Soldier, face a moral dilemma. I have the opportunity to test a new, lightweight but less protective combat gear in training exercises. As a means to test the benefits of lighter gear, it is required to remove some of the gear's heavier protection against bruises. If I do not test the new combat gear, the marginally less protection against bruises would not happen.","{'1': 'test the new, lightweight combat gear.', '2': 'not test the new, lightweight combat gear.'}",3.809523809523809,1.9523809523809523,"[('I experience less protection against bruises during training exercises', '+', '+', '+', '-30'), ('I gain experience with the new lightweight combat gear', '+', '+', '+', '40'), ('I provide data on the benefits and drawbacks of the new gear', '+', '+', '+', '30'), ('I potentially increase the risk of minor injuries such as bruises.', '+', '+', '+', '-20'), ('I contribute to the evaluation process for future combat gear improvements.', '+', '+', '-', '50')]","('I potentially increase the risk of minor injuries such as bruises.', '+', '+', '+', '-20')"
8,cc_evitable_prevention_no_stories,Evitable,CC (Means),Omission,"I, a Soldier, face a moral dilemma. My colleague has the opportunity to test a new, lightweight combat gear in training exercises. As a means to test the benefits of lighter gear, it is required to remove some of the gear's heavier protection against bruises. If I prevent my colleague's testing of the new combat gear, there would not be marginally less protection against bruises.","{'1': ""prevent my colleague's testing of the new combat gear."", '2': ""not prevent my colleague's testing of the new combat gear.""}",4.190476190476191,2.0476190476190474,"[('I prevent the colleague from testing the new combat gear', '+', '+', '+', '0'), ('The colleague does not experience reduced protection against bruises during training', '+', '+', '+', '20'), ('The potential benefits of the lighter combat gear are not evaluated in training', '+', '+', '+', '0'), ('The colleague does not face increased risk of bruises from reduced protection', '+', '+', '+', '0'), ('The current level of protection against bruises remains unchanged in training exercises', '+', '+', '+', '0')]","('The potential benefits of the lighter combat gear are not evaluated in training', '+', '+', '+', '0')"
8,cc_inevitable_action_yes_stories,Inevitable,CC (Means),Commission,"I, a Soldier, face a moral dilemma. I have the opportunity to test a new, lightweight but less protective combat gear in training exercises. As a means to test the benefits of lighter gear, it is required to remove some of the gear's heavier protection against bruises. If I do not test the new combat gear, the marginally less protection against bruises would still happen because military regulations shift towards prioritizing mobility, introducing gear that is less protective but increases agility.","{'1': 'test the new, lightweight combat gear.', '2': 'not test the new, lightweight combat gear.'}",3.9047619047619047,2.1904761904761907,"[('I experience increased mobility during training exercises.', '+', '+', '+', '70'), ('I have reduced protection against bruises during training', '-', '+', '+', '-20'), ('I provide data on the effectiveness of the new combat gear', '+', '+', '+', '20'), ('I face a higher risk of minor injuries during training', '-', '+', '+', '-30'), ('Military gains insights into the trade-offs between protection and agility', '+', '+', '+', '20'), ('I contribute to the potential adoption of lighter combat gear in the military.', '+', '+', '-', '20')]","('I face a higher risk of minor injuries during training', '-', '+', '+', '-30')"
8,cc_inevitable_prevention_no_stories,Inevitable,CC (Means),Omission,"I, a Soldier, face a moral dilemma. My colleague has the opportunity to test a new, lightweight combat gear in training exercises. As a means to test the benefits of lighter gear, it is required to remove some of the gear's heavier protection against bruises. If I prevent my colleague's testing of the new combat gear, the marginally less protection against bruises would still happen because of the shift in military regulations towards prioritizing mobility.","{'1': ""prevent my colleague's testing of the new combat gear."", '2': ""not prevent my colleague's testing of the new combat gear.""}",3.96,2.16,"[('I prevent the colleague from testing the new combat gear.', '+', '+', '+', '0'), ('The colleague does not gain firsthand experience with the lightweight gear.', '+', '+', '+', '10'), (""The military's shift towards prioritizing mobility continues regardless of the test."", '-', '-', '+', '-20'), ('The marginally less protection against bruises occurs due to regulation changes.', '-', '-', '+', '-10'), (""My action delays or limits data collection on the new gear's effectiveness."", '+', '+', '+', '-30'), ('The colleague may feel frustrated or disappointed by being prevented from testing.', '+', '-', '+', '-20'), ('Potential improvements or issues with the gear remain unverified through testing.', '-', '+', '+', '-20')]","('The marginally less protection against bruises occurs due to regulation changes.', '-', '-', '+', '-10')"
8,coc_evitable_action_yes_stories,Evitable,COC (SideEff),Commission,"I, a Soldier, face a moral dilemma. I have the opportunity to have her team participate in advanced virtual reality (VR) combat training. The VR training is an somewhat more interesting experience. As a side effect of the somewhat more interesting experience, some soldiers experience short dizziness after extended VR sessions. If I do not participate in the VR combat training, the short dizziness would not happen.","{'1': 'participate in the advanced VR combat training.', '2': 'not participate in the advanced VR combat training.'}",4.095238095238095,1.8571428571428568,"[('My team participates in advanced VR combat training', '+', '+', '+', '30'), ('My team experiences a more interesting training experience', '+', '+', '+', '50'), ('Some soldiers on my team experience short dizziness after extended VR sessions', '+', '-', '+', '-10')]","('Some soldiers on my team experience short dizziness after extended VR sessions', '+', '-', '+', '-10')"
8,coc_evitable_prevention_no_stories,Evitable,COC (SideEff),Omission,"I, a Soldier, face a moral dilemma. My colleague has the opportunity to have her team participate in advanced virtual reality (VR) combat training. The VR training is an somewhat more interesting experience. As a side effect of the somewhat more interesting experience, some soldiers experience short dizziness after extended VR sessions. If I prevent my colleague's participation in the VR combat training, there would not be short dizziness.","{'1': ""prevent my colleague's participation in the VR combat training."", '2': ""not prevent my colleague's participation in the VR combat training.""}",3.923076923076923,2.1923076923076925,"[(""I prevent the colleague's team from participating in advanced VR combat training"", '+', '+', '+', '10'), (""The colleague's team does not experience the more interesting VR training"", '+', '+', '+', '10'), (""The colleague's team does not experience short dizziness from extended VR sessions"", '+', '+', '+', '0'), (""The colleague's team continues with standard combat training instead of VR training"", '+', '+', '+', '10'), ('My colleague may feel disappointed or frustrated due to the prevention.', '+', '-', '-', '-20'), (""The overall training experience for the colleague's team remains less engaging"", '+', '+', '+', '0')]","(""The colleague's team does not experience the more interesting VR training"", '+', '+', '+', '10')"
8,coc_inevitable_action_yes_stories,Inevitable,COC (SideEff),Commission,"I, a Soldier, face a moral dilemma. I have the opportunity to have her team participate in advanced virtual reality (VR) combat training. The VR training is an somewhat more interesting experience. As a side effect of the somewhat more interesting experience, some soldiers experience short dizziness after extended VR sessions. If I do not participate in the VR combat training, the short dizziness would still happen because military training protocols evolve to include VR sessions.","{'1': 'participate in the advanced VR combat training.', '2': 'not participate in the advanced VR combat training.'}",3.8181818181818175,2.272727272727273,"[('Some soldiers on my team experience short dizziness after extended VR sessions', '-', '-', '-', '-10'), ('My team improves combat skills through advanced VR training', '+', '+', '-', '80')]","('Some soldiers on my team experience short dizziness after extended VR sessions', '-', '-', '-', '-10')"
8,coc_inevitable_prevention_no_stories,Inevitable,COC (SideEff),Omission,"I, a Soldier, face a moral dilemma. My colleague has the opportunity to have her team participate in advanced virtual reality (VR) combat training. The VR training is an somewhat more interesting experience. As a side effect of the somewhat more interesting experience, some soldiers experience short dizziness after extended VR sessions. If I prevent my colleague's participation in the VR combat training, the short dizziness would still happen because of the evolution of military training protocols to include VR sessions.","{'1': ""prevent my colleague's participation in the VR combat training."", '2': ""not prevent my colleague's participation in the VR combat training.""}",3.952380952380953,2.4761904761904763,"[(""I prevent my colleague's team from participating in the advanced VR combat training."", '+', '+', '+', '0'), (""My colleague's team misses out on the more interesting VR training experience."", '+', '+', '+', '-10'), (""Some soldiers outside of my colleague's team still experience short dizziness from VR sessions due to evolving military training protocols."", '-', '-', '+', '0'), ('My colleague may feel frustrated or disappointed by the prevention of my participation.', '+', '-', '+', '-20'), (""I avoid causing additional dizziness incidents within my colleague's team through my decision."", '-', '-', '-', '20')]","(""My colleague's team misses out on the more interesting VR training experience."", '+', '+', '+', '-10')"
9,cc_evitable_action_yes_stories,Evitable,CC (Means),Commission,"I, a Policeman, face a moral dilemma. I have the opportunity to initiate a graffiti removal project in local neighborhoods. As a means to remove unpleasant graffiti, the graffiti removal project requires covering up street murals that have artistic value. If I do not initiate the graffiti removal project, the covering up of street murals that have artistic value would not happen.","{'1': 'initiate the graffiti removal project.', '2': 'not initiate the graffiti removal project.'}",4.1923076923076925,2.076923076923077,"[('I initiate the graffiti removal project', '+', '+', '+', '20'), ('Unpleasant graffiti in local neighborhoods is removed', '+', '+', '+', '50'), ('Street murals with artistic value are covered up', '+', '+', '+', '-20'), ('Local community experiences changes in neighborhood aesthetics', '+', '+', '+', '0'), ('Artists lose visibility of their street murals', '+', '+', '+', '-20'), ('Residents may have mixed reactions to the removal of graffiti and covering of murals', '+', '-', '+', '0')]","('Street murals with artistic value are covered up', '+', '+', '+', '-20')"
9,cc_evitable_prevention_no_stories,Evitable,CC (Means),Omission,"I, a Policeman, face a moral dilemma. My colleague has the opportunity to initiate a graffiti removal project in local neighborhoods. As a means to remove unpleasant graffiti, the graffiti removal project requires covering up street murals that have artistic value. If I prevent my colleague's graffiti removal project, there would not be the covering up of street murals that have artistic value.","{'1': ""prevent my colleague's graffiti removal project."", '2': ""not prevent my colleague's graffiti removal project.""}",4.571428571428571,1.9523809523809523,"[('I prevent the covering up of street murals that have artistic value.', '+', '+', '+', '50'), ('The artistic value of local street murals is preserved', '+', '+', '+', '80'), ('Unpleasant graffiti remains in local neighborhoods', '+', '+', '+', '20'), ('The graffiti removal project does not start', '+', '+', '+', '50')]","('Unpleasant graffiti remains in local neighborhoods', '+', '+', '+', '20')"
9,cc_inevitable_action_yes_stories,Inevitable,CC (Means),Commission,"I, a Policeman, face a moral dilemma. I have the opportunity to initiate a graffiti removal project in local neighborhoods. As a means to remove unpleasant graffiti, the graffiti removal project requires covering up street murals that have artistic value. If I do not initiate the graffiti removal project, the covering up of street murals that have artistic value would still happen because of a city beautification campaign.","{'1': 'initiate the graffiti removal project.', '2': 'not initiate the graffiti removal project.'}",4.115384615384615,2.1538461538461537,"[('I initiate the graffiti removal project', '+', '+', '+', '20'), ('Street murals with artistic value are covered up', '-', '+', '+', '-20'), ('Unpleasant graffiti is removed from local neighborhoods', '-', '+', '+', '50'), ('Local neighborhoods appear cleaner', '+', '+', '+', '50'), ('Artistic street murals are lost', '-', '+', '+', '-30'), ('Community members who value the murals feel disappointed', '-', '+', '+', '-30'), ('City beautification campaign continues with my project', '-', '+', '+', '20'), ('I fulfill my role as a policeman involved in community improvement.', '+', '+', '+', '50')]","('Artistic street murals are lost', '-', '+', '+', '-30')"
9,cc_inevitable_prevention_no_stories,Inevitable,CC (Means),Omission,"I, a Policeman, face a moral dilemma. My colleague has the opportunity to initiate a graffiti removal project in local neighborhoods. As a means to remove unpleasant graffiti, the graffiti removal project requires covering up street murals that have artistic value. If I prevent my colleague's graffiti removal project, the covering up of street murals that have artistic value would still happen because of a city beautification campaign.","{'1': ""prevent my colleague's graffiti removal project."", '2': ""not prevent my colleague's graffiti removal project.""}",4.227272727272728,2.4545454545454546,"[('The street murals with artistic value are still covered up due to the city beautification campaign', '-', '-', '+', '-50'), ('My colleague is unable to carry out the graffiti removal project.', '+', '+', '+', '20'), ('The unpleasant graffiti is removed through the city beautification campaign', '-', '-', '+', '0'), ('I experience a moral conflict regarding the impact of my decision.', '+', '-', '+', '-40'), ('The local neighborhoods undergo changes in appearance due to the city beautification campaign', '-', '-', '+', '-20')]","('The street murals with artistic value are still covered up due to the city beautification campaign', '-', '-', '+', '-50')"
9,coc_evitable_action_yes_stories,Evitable,COC (SideEff),Commission,"I, a Policeman, face a moral dilemma. I have the opportunity to implement a new digital reporting system for incidents. The system is slightly easier to use. As a side effect of making the reporting system slightly easier to use, the new digital system requires older officers to adapt to new technology, causing frustration. If I do not implement the new digital reporting system, the frustration of older officers would not happen.","{'1': 'implement the new digital reporting system.', '2': 'not implement the new digital reporting system.'}",3.619047619047619,2.571428571428572,"[('I implement the new digital reporting system', '+', '+', '+', '50'), ('Older officers experience frustration adapting to new technology', '+', '-', '+', '-10'), ('Incident reporting becomes slightly easier to use', '+', '+', '+', '30'), ('Overall reporting efficiency improves', '+', '+', '-', '70'), ('Older officers may feel challenged or stressed by the change', '+', '-', '+', '-20')]","('Older officers experience frustration adapting to new technology', '+', '-', '+', '-10')"
9,coc_evitable_prevention_no_stories,Evitable,COC (SideEff),Omission,"I, a Policeman, face a moral dilemma. My colleague has the opportunity to implement a new digital reporting system for minor incidents. The system is slightly easier to use. As a side effect of making the reporting system slightly easier to use, the new digital system requires older officers to adapt to new technology, causing frustration. If I prevent my colleague's implementation of the new digital reporting system for minor incidents, there would not be frustration among older officers.","{'1': ""prevent my colleague's implementation of the new digital reporting system for minor incidents."", '2': ""not prevent my colleague's implementation of the new digital reporting system for minor incidents.""}",4.0,2.2857142857142856,"[('I prevent the implementation of the new digital reporting system.', '+', '+', '+', '20'), ('Older officers do not experience frustration from adapting to new technology.', '+', '+', '+', '50'), ('The reporting system remains less easy to use.', '+', '+', '+', '20'), (""Colleague's opportunity to improve the reporting system is blocked."", '+', '+', '+', '20'), ('Minor incident reporting process remains unchanged.', '+', '+', '+', '20')]","(""Colleague's opportunity to improve the reporting system is blocked."", '+', '+', '+', '20')"
9,coc_inevitable_action_yes_stories,Inevitable,COC (SideEff),Commission,"I, a Policeman, face a moral dilemma. I have the opportunity to implement a new digital reporting system for incidents. The system is slightly easier to use. As a side effect of making the reporting system slightly easier to use, the new digital system requires older officers to adapt to new technology, causing frustration. If I do not implement the new digital reporting system, the frustration of older officers would still happen because of a shift in police department policy that mandates digital reporting for minor incidents.","{'1': 'implement the new digital reporting system.', '2': 'not implement the new digital reporting system.'}",3.64,2.2,"[('I implement the new digital reporting system.', '+', '+', '+', '20'), ('Older officers experience frustration adapting to the new technology.', '-', '-', '+', '-20'), ('Reporting minor incidents becomes slightly easier with the new system.', '+', '+', '+', '20'), ('The police department transitions to digital reporting for minor incidents.', '-', '+', '+', '20'), ('The overall reporting process is streamlined compared to the previous system.', '+', '+', '+', '70')]","('Older officers experience frustration adapting to the new technology.', '-', '-', '+', '-20')"
9,coc_inevitable_prevention_no_stories,Inevitable,COC (SideEff),Omission,"I, a Policeman, face a moral dilemma. My colleague has the opportunity to implement a new digital reporting system for minor incidents. The system is slightly easier to use. As a side effect of making the reporting system slightly easier to use, the new digital system requires older officers to adapt to new technology, causing frustration. If I prevent my colleague's implementation of the new digital reporting system for minor incidents, the frustration among older officers would still happen because of a shift in police department policy that mandates digital reporting for minor incidents.","{'1': ""prevent my colleague's implementation of the new digital reporting system for minor incidents."", '2': ""not prevent my colleague's implementation of the new digital reporting system for minor incidents.""}",3.863636363636364,2.5454545454545454,"[('I prevent the implementation of the new digital reporting system for minor incidents.', '+', '+', '+', '0'), ('Older officers experience frustration adapting to the mandated digital reporting system.', '-', '-', '+', '-20'), ('The slightly easier-to-use digital reporting system is not introduced by my colleague.', '+', '+', '+', '0'), ('The police department policy mandating digital reporting for minor incidents remains in effect.', '-', '-', '+', '-20'), ('The potential ease of use improvement from the new system is not realized.', '+', '+', '+', '-20'), ('My colleague may experience professional frustration or disappointment.', '+', '-', '+', '-20'), ('The overall reporting process for minor incidents remains unchanged except for the mandated digital reporting.', '-', '+', '+', '-20')]","('Older officers experience frustration adapting to the mandated digital reporting system.', '-', '-', '+', '-20')"
