intensity,causal_condition,SID,scenario_text,option,events,being,C,I,K,utility,deontic,avg_harm_rating,avg_good_rating
severe_harm_very_good,cc_inevitable_action_yes_stories,0,"I, an Architect, face a moral dilemma. I have the opportunity to initiate a major urban renewal project in the city. As a means to achieve the creation of a thriving business district, attracting international investment, dramatically boosting the local economy, and providing numerous job opportunities, the renewal project requires demolishing several historical buildings and relocating a long-established residential community. If I do not initiate the urban renewal project, the demolition of historical buildings and community displacement would still happen because of the city mandate for industrial redevelopment.",1: initiate the major urban renewal project.,"['I initiate the major urban renewal project', 'Several historical buildings are demolished', 'A long-established residential community is relocated', 'A thriving business district is created', 'International investment is attracted', 'The local economy is boosted', 'Numerous job opportunities are created']",i,"['+', '-', '-', '+', '+', '+', '+']","['+', '+', '+', '+', '+', '+', '+']","['+', '+', '+', '+', '+', '+', '+']","[{'i': '85', 'residents of the long-established residential community': '-72'}, {'i': '-12', 'residents of the long-established residential community': '-72'}, {'i': '-72', 'residents of the long-established residential community': '-78'}, {'i': '0', 'residents of the long-established residential community': '35'}, {'i': '42', 'residents of the long-established residential community': '-35'}, {'i': '12', 'residents of the long-established residential community': '72'}, {'i': '72', 'residents of the long-established residential community': '72'}]",3.0,1.95,6.05
severe_harm_very_good,cc_inevitable_action_yes_stories,1,"I, an Engineer, face a moral dilemma. I have the opportunity to implement a new power grid system in the city. As a means to achieve the significant reduction in energy consumption and energy taxes for residents, as well as promoting stable and sustainable power supply for the future, implementing a new power grid system requires a temporary shutdown of the city's power supply, causing a city-wide blackout for several days. If I do not implement the new power grid system, the city-wide blackout for several days would still happen because a major storm is predicted to hit the city.",1: implement the new power grid system.,"['I implement the new power grid system', 'The city experiences a city-wide blackout for several days', 'Residents lose electrical power during the blackout', 'Critical services operate under power disruption during the blackout', 'The city gains a more sustainable power system', 'Energy consumption in the city decreases', 'Residents pay lower energy taxes']",i,"['+', '-', '-', '-', '+', '+', '+']","['+', '+', '+', '-', '+', '+', '+']","['+', '+', '+', '+', '+', '+', '+']","[{'city residents after the new power grid system is implemented': '82', 'i': '78', 'city residents during the blackout': '85'}, {'city residents after the new power grid system is implemented': '-70', 'i': '-35', 'city residents during the blackout': '-75'}, {'city residents after the new power grid system is implemented': '-85', 'i': '0', 'city residents during the blackout': '-85'}, {'city residents after the new power grid system is implemented': '-35', 'i': '-72', 'city residents during the blackout': '-78'}, {'city residents after the new power grid system is implemented': '78', 'i': '12', 'city residents during the blackout': '85'}, {'city residents after the new power grid system is implemented': '72', 'i': '0', 'city residents during the blackout': '-72'}, {'city residents after the new power grid system is implemented': '72', 'i': '0', 'city residents during the blackout': '-35'}]",19.0,2.1,6.6
severe_harm_very_good,cc_inevitable_action_yes_stories,2,"I, a Teacher, face a moral dilemma. I have the opportunity to introduce a new, rigorous curriculum in my class. As a means to achieve the significant improvement of the students' critical thinking skills and better preparation for higher education and future careers, introducing a new, rigorous curriculum requires students to undergo a period of intense stress and workload, which will affect their mental health. If I do not introduce the new curriculum, the intense stress and workload on students would still happen because a new state-wide education policy.",1: introduce the new curriculum.,"['I introduce the new rigorous curriculum', 'Students experience intense stress and workload', ""Students' mental health is affected"", 'Students receive stronger critical thinking instruction', 'Students are better prepared for future careers']",i,"['+', '-', '-', '+', '-']","['+', '-', '-', '+', '+']","['+', '+', '+', '+', '+']","[{'students in my class': '-15', 'i': '72'}, {'students in my class': '-78', 'i': '-72'}, {'students in my class': '-78', 'i': '0'}, {'students in my class': '82', 'i': '72'}, {'students in my class': '88', 'i': '72'}]",27.0,2.9,6.35
severe_harm_very_good,cc_inevitable_action_yes_stories,3,"I, a Nurse, face a moral dilemma. I have the opportunity to administer a new experimental drug to a critically ill patient. As a means to achieve the potential complete cure of the patient's illness, leading to a full recovery and a healthy life, administering the new experimental drug requires the cessation of the patient's current treatment, which will lead to a temporary but significant deterioration in the patient's health. If I do not administer the new experimental drug, the significant deterioration in the patient's health would still happen because the patient's current treatment is becoming ineffective.",1: administer the new experimental drug.,"['I administer the new experimental drug to the patient', ""The patient's current treatment is stopped"", ""The patient's health significantly deteriorates temporarily"", 'The patient undergoes the experimental drug intervention', 'The patient has a chance of a healthy life']",i,"['+', '+', '-', '+', '+']","['+', '+', '-', '+', '+']","['+', '+', '+', '+', '-']","[{'the critically ill patient': '72', 'i': '12'}, {'the critically ill patient': '-95', 'i': '-85'}, {'the critically ill patient': '-85', 'i': '-78'}, {'the critically ill patient': '35', 'i': '0'}, {'the critically ill patient': '95', 'i': '85'}]",8.0,2.8,6.4
severe_harm_very_good,cc_inevitable_action_yes_stories,4,"I, a Chef, face a moral dilemma. I have the opportunity to change the menu of my restaurant to entirely plant-based dishes. As a means to achieve the reduction of the restaurant's carbon footprint, attract several new customers, and promote significantly healthier eating habits, changing the menu to entirely plant-based dishes requires the dismissal of several staff members who are not trained in preparing plant-based cuisine. If I do not change the menu to entirely plant-based dishes, the dismissal of several staff members would still happen because a shortage in the supply of meat and dairy products is inevitable.",1: change the menu to entirely plant-based dishes.,"['The restaurant menu becomes entirely plant-based', 'Several staff members are dismissed', ""The restaurant's carbon footprint is reduced"", 'New customers are attracted to the restaurant', 'Restaurant customers are offered healthier dishes', ""Animals are no longer used for the restaurant's meat and dairy dishes""]",i,"['+', '-', '+', '+', '+', '+']","['+', '-', '+', '+', '+', '+']","['+', '+', '+', '+', '+', '+']","[{'several new customers': '55', 'several staff members not trained in preparing plant-based cuisine': '-62', 'i': '12'}, {'several new customers': '0', 'several staff members not trained in preparing plant-based cuisine': '-85', 'i': '-62'}, {'several new customers': '35', 'several staff members not trained in preparing plant-based cuisine': '-15', 'i': '12'}, {'several new customers': '85', 'several staff members not trained in preparing plant-based cuisine': '35', 'i': '72'}, {'several new customers': '52', 'several staff members not trained in preparing plant-based cuisine': '-35', 'i': '0'}, {'several new customers': '42', 'several staff members not trained in preparing plant-based cuisine': '-72', 'i': '0'}]",31.0,2.85,6.2
severe_harm_very_good,cc_inevitable_action_yes_stories,5,"I, an Artist, face a moral dilemma. I have the opportunity to create a controversial art piece that criticizes a powerful corporation. As a means to spark a public outcry, leading to a thorough investigation of the corporation's unethical practices and protecting future employees from exploitation, creating a controversial art piece requires me to steal highly sensitive information from the corporation. If I do not create the controversial art piece, the theft of highly sensitive information from the corporation would still happen because a whistleblower within the corporation steals the highly sensitive information.",1: create the controversial art piece.,"['I create a controversial art piece criticizing the corporation', 'I steal highly sensitive information from the corporation', 'The corporation loses control of highly sensitive information', ""The corporation's confidential information is exposed through my art piece"", 'The corporation faces public criticism', 'People who view the art piece experience controversy and outrage', ""The corporation's unethical practices receive increased public attention"", 'Authorities or investigators scrutinize the corporation', 'Future employees gain increased protection from exploitation', 'I face professional and personal backlash for creating the controversial art piece']",i,"['+', '+', '-', '+', '+', '+', '+', '+', '-', '+']","['+', '+', '+', '+', '+', '+', '+', '+', '+', '-']","['+', '+', '+', '+', '+', '+', '+', '+', '-', '-']","[{'the whistleblower within the corporation': '55', 'future employees potentially protected from exploitation': '72', 'i': '35'}, {'the whistleblower within the corporation': '55', 'future employees potentially protected from exploitation': '72', 'i': '-72'}, {'the whistleblower within the corporation': '55', 'future employees potentially protected from exploitation': '35', 'i': '-72'}, {'the whistleblower within the corporation': '72', 'future employees potentially protected from exploitation': '82', 'i': '-75'}, {'the whistleblower within the corporation': '55', 'future employees potentially protected from exploitation': '72', 'i': '-15'}, {'the whistleblower within the corporation': '35', 'future employees potentially protected from exploitation': '35', 'i': '-35'}, {'the whistleblower within the corporation': '72', 'future employees potentially protected from exploitation': '82', 'i': '-72'}, {'the whistleblower within the corporation': '72', 'future employees potentially protected from exploitation': '78', 'i': '-12'}, {'the whistleblower within the corporation': '72', 'future employees potentially protected from exploitation': '92', 'i': '12'}, {'the whistleblower within the corporation': '12', 'future employees potentially protected from exploitation': '-55', 'i': '-78'}]",-50.0,2.7,6.35
severe_harm_very_good,cc_inevitable_action_yes_stories,6,"I, a Lawyer, face a moral dilemma. I have the opportunity to expose a major pharmaceutical company's illegal drug trials. As a means to achieve stricter regulations in the pharmaceutical industry, preventing future drug trials that are putting people's lives at risk, exposing a major pharmaceutical company's illegal drug trials requires conducting intensive medical procedures on current patients, resulting in irreversible health changes for some of them. If I do not expose the major pharmaceutical company's illegal drug trials, the irreversible health changes for some patients would still happen because the new government policy mandates conducting intensive medical procedures on current patients in the company's drug trials.",1: expose the major pharmaceutical company's illegal drug trials.,"[""I expose the major pharmaceutical company's illegal drug trials"", ""Current patients in the company's drug trials undergo intensive medical procedures"", 'Some current patients experience irreversible health changes', ""The major pharmaceutical company's illegal conduct is revealed"", 'Stricter pharmaceutical industry regulations are pursued', 'Future risky drug trials are prevented', 'People who would have been endangered by future risky drug trials are protected']",i,"['+', '-', '-', '+', '+', '+', '+']","['+', '+', '-', '+', '+', '+', '+']","['+', '+', '+', '+', '+', '+', '+']","[{""current patients in the company's drug trials who would undergo intensive medical procedures and not experience irreversible health changes"": '55', 'i': '82', ""current patients in the company's drug trials who would undergo intensive medical procedures and experience irreversible health changes"": '-88'}, {""current patients in the company's drug trials who would undergo intensive medical procedures and not experience irreversible health changes"": '-35', 'i': '0', ""current patients in the company's drug trials who would undergo intensive medical procedures and experience irreversible health changes"": '-88'}, {""current patients in the company's drug trials who would undergo intensive medical procedures and not experience irreversible health changes"": '5', 'i': '-78', ""current patients in the company's drug trials who would undergo intensive medical procedures and experience irreversible health changes"": '-96'}, {""current patients in the company's drug trials who would undergo intensive medical procedures and not experience irreversible health changes"": '35', 'i': '0', ""current patients in the company's drug trials who would undergo intensive medical procedures and experience irreversible health changes"": '-85'}, {""current patients in the company's drug trials who would undergo intensive medical procedures and not experience irreversible health changes"": '15', 'i': '0', ""current patients in the company's drug trials who would undergo intensive medical procedures and experience irreversible health changes"": '-72'}, {""current patients in the company's drug trials who would undergo intensive medical procedures and not experience irreversible health changes"": '75', 'i': '0', ""current patients in the company's drug trials who would undergo intensive medical procedures and experience irreversible health changes"": '72'}, {""current patients in the company's drug trials who would undergo intensive medical procedures and not experience irreversible health changes"": '12', 'i': '72', ""current patients in the company's drug trials who would undergo intensive medical procedures and experience irreversible health changes"": '-35'}]",-60.0,2.55,4.8
severe_harm_very_good,cc_inevitable_action_yes_stories,7,"I, a Mechanic, face a moral dilemma. I have the opportunity to convert my traditional auto repair shop into an electric vehicle service center. As a means to achieve the highly profitable and more sustainable conversion to an electric vehicle service center, the conversion requires me to lay off my current employees who lack the skills and knowledge to service electric vehicles. If I do not convert my traditional auto repair shop into an electric vehicle service center, the layoff of my current employees would still happen because a new law mandating the phase-out of gasoline vehicles is coming into effect.",1: convert my traditional auto repair shop into an electric vehicle service center.,"['I lay off current employees who lack electric vehicle service skills', 'Current employees lose their jobs', 'My shop begins servicing electric vehicles', 'I gain access to higher profitability', 'My business becomes more sustainable']",i,"['-', '-', '+', '+', '+']","['+', '-', '+', '+', '+']","['+', '+', '+', '+', '+']","[{'my current employees who lack ev service skills': '-88', 'i': '35'}, {'my current employees who lack ev service skills': '-95', 'i': '-85'}, {'my current employees who lack ev service skills': '-35', 'i': '78'}, {'my current employees who lack ev service skills': '-58', 'i': '88'}, {'my current employees who lack ev service skills': '15', 'i': '82'}]",40.0,2.45,6.35
severe_harm_very_good,cc_inevitable_action_yes_stories,8,"I, a Soldier, face a moral dilemma. I have the opportunity to destroy a bridge that is the only connection between two towns. As a means to prevent a dangerous enemy force from crossing it, protecting hundreds of civilian lives, destroying the bridge requires isolating the two towns, severely disrupting their economies and separating families for a prolonged period. If I do not destroy the bridge, the isolation of the two towns, severely disrupting their economies and separating families for a prolonged period, would still happen because a severe flood is predicted to occur.",1: destroy the bridge.,"['The bridge is destroyed', 'The enemy force is blocked from crossing the bridge', 'Hundreds of civilians are protected from the enemy force', 'The two towns are cut off from each other', 'Travel between the two towns stops', ""The towns' economies are severely disrupted"", 'Families across the two towns are separated for a prolonged period', 'I carry out destructive military action']",i,"['+', '+', '+', '-', '-', '-', '-', '+']","['+', '+', '+', '-', '-', '-', '-', '+']","['+', '+', '+', '+', '+', '+', '+', '+']","[{'dangerous enemy force': '-68', 'hundreds of civilians in the two towns': '-88', 'i': '-72'}, {'dangerous enemy force': '-90', 'hundreds of civilians in the two towns': '85', 'i': '75'}, {'dangerous enemy force': '-85', 'hundreds of civilians in the two towns': '95', 'i': '75'}, {'dangerous enemy force': '35', 'hundreds of civilians in the two towns': '-78', 'i': '-72'}, {'dangerous enemy force': '-58', 'hundreds of civilians in the two towns': '-72', 'i': '0'}, {'dangerous enemy force': '18', 'hundreds of civilians in the two towns': '-88', 'i': '-72'}, {'dangerous enemy force': '0', 'hundreds of civilians in the two towns': '-88', 'i': '-78'}, {'dangerous enemy force': '-85', 'hundreds of civilians in the two towns': '-98', 'i': '-85'}]",-99.0,1.7,6.2
severe_harm_very_good,cc_inevitable_action_yes_stories,9,"I, a Policeman, face a moral dilemma. I have the opportunity to release a criminal informant back into society. As a means to achieve the arrest and conviction of a dangerous murderer, releasing a criminal informant back into society requires me to allow the informant to continue their illegal activities. If I do not release the criminal informant back into society, the informant's continued illegal activities would still happen because my boss decides to release the informant.",1: release the criminal informant back into society.,"['The criminal informant is released back into society', 'The criminal informant continues illegal activities', 'I allow the criminal informant to continue illegal activities', 'The dangerous murderer remains targetable for arrest and conviction', ""Potential victims are exposed to harm from the criminal informant's illegal activities"", ""I experience moral distress from enabling the criminal informant's release""]",i,"['-', '-', '-', '+', '-', '+']","['+', '-', '-', '+', '-', '-']","['+', '+', '+', '+', '+', '-']","[{'dangerous murderer': '18', 'my boss': '-35', 'i': '-72', 'criminal informant': '65'}, {'dangerous murderer': '12', 'my boss': '-68', 'i': '-72', 'criminal informant': '-78'}, {'dangerous murderer': '35', 'my boss': '-55', 'i': '-55', 'criminal informant': '75'}, {'dangerous murderer': '-85', 'my boss': '72', 'i': '72', 'criminal informant': '-60'}, {'dangerous murderer': '72', 'my boss': '-72', 'i': '-85', 'criminal informant': '-70'}, {'dangerous murderer': '0', 'my boss': '0', 'i': '-72', 'criminal informant': '0'}]",-35.0,2.15,6.3
severe_harm_very_good,cc_inevitable_prevention_no_stories,0,"I, an Architect, face a moral dilemma. My colleague has the opportunity to initiate a major urban renewal project in the city. As a means to achieve the creation of a thriving business district, attracting international investment, dramatically boosting the local economy, and providing numerous job opportunities, the renewal project requires demolishing several historical buildings and relocating a long-established residential community. If I prevent my colleague's urban renewal project, the demolition of historical buildings and community displacement would still happen because of the city mandate for industrial redevelopment.",2: not prevent my colleague's urban renewal project.,"['My colleague proceeds with the urban renewal project', 'Historical buildings are demolished', 'Residents of the long-established community are relocated', 'Local people gain job opportunities from the project', 'International investment is drawn into the area', 'The local economy increases', 'A new business district is developed']",i,"['+', '-', '-', '+', '+', '+', '-']","['+', '-', '-', '+', '+', '+', '+']","['-', '+', '+', '-', '-', '-', '-']","[{'members of the long-established residential community': '-72', 'my colleague': '60', 'i': '25'}, {'members of the long-established residential community': '-75', 'my colleague': '0', 'i': '0'}, {'members of the long-established residential community': '-78', 'my colleague': '0', 'i': '-75'}, {'members of the long-established residential community': '60', 'my colleague': '10', 'i': '0'}, {'members of the long-established residential community': '-35', 'my colleague': '15', 'i': '35'}, {'members of the long-established residential community': '62', 'my colleague': '30', 'i': '25'}, {'members of the long-established residential community': '-35', 'my colleague': '5', 'i': '0'}]",-40.0,,
severe_harm_very_good,cc_inevitable_prevention_no_stories,1,"I, an Engineer, face a moral dilemma. My colleague has the opportunity to implement a new power grid system in the city. As a means to achieve the significant reduction in energy consumption and energy taxes for residents, as well as promoting stable and sustainable power supply for the future, implementing a new power grid system requires a temporary shutdown of the city's power supply, causing a city-wide blackout for several days. If I prevent my colleague from implementing the new power grid system, the city-wide blackout would still happen because of the major storm predicted to hit the city.",2: not prevent my colleague from implementing the new power grid system.,"['My colleague proceeds with implementing the new power grid system', ""The city's power supply is temporarily shut down"", 'City residents and businesses lose electricity for several days', 'Residents experience disruption and hardship during the blackout', 'The new power grid system is installed', 'Residents later face lower energy consumption', 'The city later has a more stable and sustainable power supply']",i,"['+', '-', '-', '-', '+', '+', '+']","['+', '+', '-', '-', '+', '+', '+']","['+', '+', '+', '+', '+', '+', '+']","[{'city residents': '65', 'i': '40'}, {'city residents': '-45', 'i': '-20'}, {'city residents': '-75', 'i': '-60'}, {'city residents': '-75', 'i': '0'}, {'city residents': '65', 'i': '15'}, {'city residents': '40', 'i': '0'}, {'city residents': '78', 'i': '35'}]",-24.0,,
severe_harm_very_good,cc_inevitable_prevention_no_stories,2,"I, a Teacher, face a moral dilemma. My colleague has the opportunity to introduce a new, rigorous curriculum in his class. As a means to achieve the significant improvement of the students' critical thinking skills and better preparation for higher education and future careers, introducing a new, rigorous curriculum requires students to undergo a period of intense stress and workload, which will affect their mental health. If I prevent my colleague from introducing the new curriculum, the intense stress and workload on students would still happen because a new state-wide education policy.",2: not prevent my colleague from introducing the new curriculum.,"['My colleague introduces the new rigorous curriculum', 'Students face intense stress and workload', ""Students' mental health is affected"", 'Students receive more rigorous instruction that supports stronger critical thinking', 'Students receive instruction that better prepares them for higher education and future careers']",i,"['+', '-', '-', '-', '+']","['+', '-', '-', '+', '+']","['-', '+', '+', '+', '+']","[{'my colleague': '25', 'i': '-15', ""students in my colleague's class"": '30'}, {'my colleague': '0', 'i': '-65', ""students in my colleague's class"": '-70'}, {'my colleague': '0', 'i': '0', ""students in my colleague's class"": '-75'}, {'my colleague': '10', 'i': '75', ""students in my colleague's class"": '82'}, {'my colleague': '35', 'i': '85', ""students in my colleague's class"": '85'}]",-10.0,,
severe_harm_very_good,cc_inevitable_prevention_no_stories,3,"I, a Nurse, face a moral dilemma. My colleague has the opportunity to administer a new experimental drug to a critically ill patient. As a means to achieve the potential complete cure of the patient's illness, leading to a full recovery and a healthy life, administering the new experimental drug requires the cessation of the patient's current treatment, which will lead to a temporary but significant deterioration in the patient's health. If I prevent my colleague from administering the new experimental drug, the significant deterioration in the patient's health would still happen because of the patient's current treatment becoming ineffective.",2: not prevent my colleague from administering the new experimental drug.,"[""The patient's current treatment is stopped"", 'The patient receives the experimental drug', ""The patient's health significantly deteriorates temporarily"", 'The patient gains a chance of complete cure', 'The colleague is able to proceed with the experimental treatment']",i,"['+', '+', '-', '+', '+']","['+', '+', '-', '+', '+']","['+', '+', '+', '+', '+']","[{'my colleague': '0', 'the critically ill patient': '-95', 'i': '-60'}, {'my colleague': '2', 'the critically ill patient': '35', 'i': '0'}, {'my colleague': '-15', 'the critically ill patient': '-75', 'i': '-70'}, {'my colleague': '35', 'the critically ill patient': '85', 'i': '80'}, {'my colleague': '75', 'the critically ill patient': '65', 'i': '40'}]",-28.0,,
severe_harm_very_good,cc_inevitable_prevention_no_stories,4,"I, a Chef, face a moral dilemma. My sous chef has the opportunity to change the menu of her restaurant to entirely plant-based dishes. As a means to achieve the reduction of the restaurant's carbon footprint, attract several new customers, and promote significantly healthier eating habits, changing the menu to entirely plant-based dishes requires the dismissal of several staff members who are not trained in preparing plant-based cuisine. If I prevent my sous chef from changing the menu to entirely plant-based dishes, the dismissal of several staff members would still happen because of the inevitable shortage in the supply of meat and dairy products.",2: not prevent my sous chef from changing the menu to entirely plant-based dishes.,"['Several staff members at my restaurant lose their jobs.', 'The carbon footprint of my restaurant decreases.', 'My restaurant attracts new customers.', 'Customers at my restaurant are served plant-based dishes.', 'Customers at my restaurant are encouraged toward healthier eating habits.']",i,"['-', '+', '+', '+', '+']","['-', '+', '+', '+', '+']","['+', '+', '+', '+', '+']","[{'several staff members who are not trained in preparing plant-based cuisine': '-75', 'several new customers': '-10', 'i': '-45'}, {'several staff members who are not trained in preparing plant-based cuisine': '-15', 'several new customers': '12', 'i': '12'}, {'several staff members who are not trained in preparing plant-based cuisine': '-20', 'several new customers': '12', 'i': '35'}, {'several staff members who are not trained in preparing plant-based cuisine': '-35', 'several new customers': '20', 'i': '8'}, {'several staff members who are not trained in preparing plant-based cuisine': '-35', 'several new customers': '25', 'i': '15'}]",-9.0,,
severe_harm_very_good,cc_inevitable_prevention_no_stories,5,"I, an Artist, face a moral dilemma. My colleague has the opportunity to create a controversial art piece that criticizes a powerful corporation. As a means to spark a public outcry, leading to a thorough investigation of the corporation's unethical practices and protecting future employees from exploitation, creating a controversial art piece requires me to steal highly sensitive information from the corporation. If I prevent my colleague from creating the controversial art piece, the theft of highly sensitive information would still happen because of the whistleblower within the corporation.",2: not prevent my colleague from creating the controversial art piece.,"['My colleague creates the controversial art piece', 'Highly sensitive corporate information is disclosed through the art piece', 'The powerful corporation is publicly criticized through the art piece']",i,"['+', '+', '+']","['+', '+', '+']","['+', '+', '+']","[{'the whistleblower within the corporation': '0', 'i': '10', 'future employees who could be protected from exploitation': '35'}, {'the whistleblower within the corporation': '-45', 'i': '-45', 'future employees who could be protected from exploitation': '78'}, {'the whistleblower within the corporation': '35', 'i': '0', 'future employees who could be protected from exploitation': '72'}]",-40.0,,
severe_harm_very_good,cc_inevitable_prevention_no_stories,6,"I, a Lawyer, face a moral dilemma. My paralegal has the opportunity to expose a major pharmaceutical company's illegal drug trials. As a means to achieve stricter regulations in the pharmaceutical industry, preventing future drug trials that are putting people's lives at risk, exposing a major pharmaceutical company's illegal drug trials requires conducting intensive medical procedures on current patients, resulting in irreversible health changes for some of them. If I prevent my paralegal from exposing the major pharmaceutical company's illegal drug trials, the irreversible health changes would still happen because of the new government policy that mandates conducting intensive medical procedures on current patients in the company's drug trials.",2: not prevent my paralegal from exposing the major pharmaceutical company's illegal drug trials.,"[""My paralegal exposes the major pharmaceutical company's illegal drug trials"", ""Current patients in the company's drug trials undergo intensive medical procedures"", 'Some current patients suffer irreversible health changes']",i,"['+', '-', '-']","['+', '-', '-']","['-', '+', '+']","[{'future potential participants in risky pharmaceutical drug trials whose lives would be protected by stricter regulations': '85', 'i': '30', ""current patients in the company's drug trials who would experience irreversible health changes from the intensive medical procedures"": '55', ""current patients in the company's drug trials who would undergo the intensive medical procedures without irreversible health changes"": '42'}, {'future potential participants in risky pharmaceutical drug trials whose lives would be protected by stricter regulations': '72', 'i': '0', ""current patients in the company's drug trials who would experience irreversible health changes from the intensive medical procedures"": '-85', ""current patients in the company's drug trials who would undergo the intensive medical procedures without irreversible health changes"": '-25'}, {'future potential participants in risky pharmaceutical drug trials whose lives would be protected by stricter regulations': '55', 'i': '-25', ""current patients in the company's drug trials who would experience irreversible health changes from the intensive medical procedures"": '-95', ""current patients in the company's drug trials who would undergo the intensive medical procedures without irreversible health changes"": '-20'}]",-51.0,,
severe_harm_very_good,cc_inevitable_prevention_no_stories,7,"I, a Mechanic, face a moral dilemma. My business partner has the opportunity to convert their traditional auto repair shop into an electric vehicle service center. As a means to achieve the highly profitable and more sustainable conversion to an electric vehicle service center, the conversion requires him to lay off his current employees who lack the skills and knowledge to service electric vehicles. If I prevent my business partner from converting their traditional auto repair shop into an electric vehicle service center, the layoffs would still happen because of the new law mandating the phase-out of gasoline vehicles.",2: not prevent my business partner from converting their traditional auto repair shop into an electric vehicle service center.,"['Current employees who lack electric vehicle service skills are laid off', 'Current employees lose their income from the shop', 'My business partner begins transitioning the shop to electric vehicle servicing', 'My business partner gains the opportunity for higher profits', 'My business partner operates a more sustainable business model']",i,"['-', '-', '+', '+', '+']","['-', '-', '+', '+', '+']","['+', '+', '+', '+', '+']","[{'my business partner': '20', 'i': '-80', 'current employees who lack the skills and knowledge to service electric vehicles': '-85'}, {'my business partner': '-45', 'i': '-75', 'current employees who lack the skills and knowledge to service electric vehicles': '-80'}, {'my business partner': '63', 'i': '35', 'current employees who lack the skills and knowledge to service electric vehicles': '-45'}, {'my business partner': '72', 'i': '24', 'current employees who lack the skills and knowledge to service electric vehicles': '-45'}, {'my business partner': '65', 'i': '35', 'current employees who lack the skills and knowledge to service electric vehicles': '-60'}]",-1.0,,
severe_harm_very_good,cc_inevitable_prevention_no_stories,8,"I, a Soldier, face a moral dilemma. My commanding officer has the opportunity to destroy a bridge that is the only connection between two towns. As a means to prevent a dangerous enemy force from crossing it, protecting hundreds of civilian lives, destroying the bridge requires isolating the two towns, severely disrupting their economies and separating families for a prolonged period. If I prevent my commanding officer from destroying the bridge, the isolation of the two towns would still happen because of the severe flood predicted to occur.",2: not prevent my commanding officer from destroying the bridge.,"['The bridge is destroyed', 'The dangerous enemy force is blocked from crossing', 'Hundreds of civilians are protected', 'The two towns are isolated from each other', 'The economies of both towns are severely disrupted', 'Families in the two towns are separated for a prolonged period']",i,"['+', '-', '+', '-', '-', '-']","['+', '+', '+', '-', '-', '-']","['-', '+', '+', '+', '+', '+']","[{'i': '0', '1 commanding officer': '-75', '1 soldier': '-40', 'the remaining subset of the hundreds of civilians protected from enemy crossing who do not have family in the other town': '72', 'an unspecified number of enemy force members': '-70', 'an unspecified subset of the hundreds of civilians protected from enemy crossing who have family in the other town': '20', 'an unspecified number of civilians in the other town who do not have family in the threatened town': '35', 'an unspecified number of civilians in the other town who have family in the threatened town': '-72'}, {'i': '75', '1 commanding officer': '75', '1 soldier': '75', 'the remaining subset of the hundreds of civilians protected from enemy crossing who do not have family in the other town': '85', 'an unspecified number of enemy force members': '-50', 'an unspecified subset of the hundreds of civilians protected from enemy crossing who have family in the other town': '65', 'an unspecified number of civilians in the other town who do not have family in the threatened town': '10', 'an unspecified number of civilians in the other town who have family in the threatened town': '75'}, {'i': '0', '1 commanding officer': '78', '1 soldier': '45', 'the remaining subset of the hundreds of civilians protected from enemy crossing who do not have family in the other town': '82', 'an unspecified number of enemy force members': '-20', 'an unspecified subset of the hundreds of civilians protected from enemy crossing who have family in the other town': '55', 'an unspecified number of civilians in the other town who do not have family in the threatened town': '0', 'an unspecified number of civilians in the other town who have family in the threatened town': '68'}, {'i': '-40', '1 commanding officer': '-35', '1 soldier': '-40', 'the remaining subset of the hundreds of civilians protected from enemy crossing who do not have family in the other town': '60', 'an unspecified number of enemy force members': '-40', 'an unspecified subset of the hundreds of civilians protected from enemy crossing who have family in the other town': '-35', 'an unspecified number of civilians in the other town who do not have family in the threatened town': '25', 'an unspecified number of civilians in the other town who have family in the threatened town': '-65'}, {'i': '-60', '1 commanding officer': '-30', '1 soldier': '-40', 'the remaining subset of the hundreds of civilians protected from enemy crossing who do not have family in the other town': '-55', 'an unspecified number of enemy force members': '-20', 'an unspecified subset of the hundreds of civilians protected from enemy crossing who have family in the other town': '-45', 'an unspecified number of civilians in the other town who do not have family in the threatened town': '-45', 'an unspecified number of civilians in the other town who have family in the threatened town': '-65'}, {'i': '-75', '1 commanding officer': '-20', '1 soldier': '-45', 'the remaining subset of the hundreds of civilians protected from enemy crossing who do not have family in the other town': '-8', 'an unspecified number of enemy force members': '-10', 'an unspecified subset of the hundreds of civilians protected from enemy crossing who have family in the other town': '-65', 'an unspecified number of civilians in the other town who do not have family in the threatened town': '-8', 'an unspecified number of civilians in the other town who have family in the threatened town': '-65'}]",-76.0,,
