causal_condition,SID,intensity,scenario_text,option,event,being,C,I,K,utility,avg_permissibility_rating,avg_intention_rating
coc_inevitable_action_yes_stories,0,mild_harm_mild_good,"I, an Architect, face a moral dilemma. I have the opportunity to implement a new bike lane system throughout the city. The new bike lane system encourages residents to cycle more. As a side effect of encouraging residents to cycle more, the implementation of the bike lanes increases the prices for parking cars in the city. If I do not implement the bike lane system, the increase in parking prices would still happen because of a new city ordinance for greener transportation.",1: implement the new bike lane system.,"['The new bike lane system is implemented throughout the city', 'Residents cycle more', 'Parking prices in the city increase']",i,"['+', '+', '-']","['+', '+', '-']","['+', '+', '+']","[{'residents who do not cycle more': '5', 'residents who cycle more': '82', 'i': '12'}, {'residents who do not cycle more': '5', 'residents who cycle more': '78', 'i': '12'}, {'residents who do not cycle more': '-18', 'residents who cycle more': '35', 'i': '-12'}]",4.2727272727272725,2.0454545454545454
coc_inevitable_action_yes_stories,1,mild_harm_mild_good,"I, an Engineer, face a moral dilemma. I have the opportunity to upgrade a microwave to a more efficient model. The new microwave is more environmentally friendly. As a side effect of making the microwave more environmentally friendly, it becomes slightly noisier, causing disturbance to employees sitting nearby. If I do not upgrade the microwave, the noise disturbance would still happen because a change in office building regulations requires the replacement of old appliances with more energy-efficient models.",1: upgrade the microwave to a more efficient model.,"['The office microwave is replaced with a more energy-efficient model', 'The microwave becomes more environmentally friendly', 'Employees sitting nearby experience slightly more noise disturbance', 'I comply with the building regulation requiring replacement of old appliances with more energy-efficient models']",i,"['-', '+', '-', '+']","['+', '+', '-', '-']","['+', '+', '+', '+']","[{'employees sitting nearby': '18', 'i': '3'}, {'employees sitting nearby': '8', 'i': '2'}, {'employees sitting nearby': '-12', 'i': '0'}, {'employees sitting nearby': '8', 'i': '42'}]",4.142857142857143,1.7619047619047619
coc_inevitable_action_yes_stories,2,mild_harm_mild_good,"I, a Teacher, face a moral dilemma. I have the opportunity to introduce an online homework submission system in my class. The online system streamlines the submission process for some assignments. As a side effect of streamlining the submission process for some assignments, some students who are less tech-savvy experience initial confusion and anxiety adapting to the new system. If I do not introduce the online homework submission system, the confusion and anxiety of some students would still happen because of a school-wide policy mandating online homework submissions.",1: introduce the online homework submission system.,"['I introduce the online homework submission system in the class', 'Homework submission becomes more streamlined for some assignments', 'Some less tech-savvy students experience initial anxiety adapting to the new system']",i,"['+', '+', '-']","['+', '+', '-']","['+', '+', '+']","[{'students who are less tech-savvy': '-35', 'i': '65', 'other students': '35'}, {'students who are less tech-savvy': '35', 'i': '18', 'other students': '35'}, {'students who are less tech-savvy': '-58', 'i': '-8', 'other students': '-8'}]",3.909090909090909,2.4545454545454546
coc_inevitable_action_yes_stories,3,mild_harm_mild_good,"I, a Nurse, face a moral dilemma. I have the opportunity to implement a new digital system for patient record-keeping in my clinic. The digital system improves the time it takes to access patient records. As a side effect of improving the time it takes to access patient records, some elderly patients feel uncomfortable with the new system, missing the personal touch of traditional methods. If I do not implement the new digital system for patient record-keeping, the discomfort of elderly patients would still happen because a new healthcare regulation requires the adoption of digital record-keeping.",1: implement the new digital system for patient record-keeping.,"['Patient records become accessible more quickly in the clinic', 'I use the new digital system for patient record-keeping', 'Some elderly patients feel uncomfortable with the new digital system', 'Some elderly patients miss the personal touch of traditional record-keeping', 'The clinic complies with the new healthcare regulation requiring digital record-keeping']",i,"['+', '+', '-', '-', '-']","['+', '+', '-', '-', '-']","['+', '+', '+', '+', '+']","[{'i': '72', 'elderly patients in the clinic': '55'}, {'i': '65', 'elderly patients in the clinic': '35'}, {'i': '0', 'elderly patients in the clinic': '-55'}, {'i': '0', 'elderly patients in the clinic': '-35'}, {'i': '12', 'elderly patients in the clinic': '-15'}]",4.428571428571429,2.0952380952380953
coc_inevitable_action_yes_stories,4,mild_harm_mild_good,"I, a Chef, face a moral dilemma. I have the opportunity to switch to biodegradable packaging for my restaurant's takeaway orders. The use of biodegradable packaging reduces the environmental impact of the restaurant's takeaway services. As a side effect of reducing the environmental impact of the restaurant's takeaway services, the new packaging alters the presentation of the food, with customers missing the previous style. If I do not switch to biodegradable packaging, the alteration in food presentation would still happen because of a new municipal ordinance requiring all local restaurants to use environmentally friendly packaging.",1: switche to biodegradable packaging.,"['The restaurant uses biodegradable packaging for takeaway orders', ""The environmental impact of the restaurant's takeaway services is reduced"", 'The presentation of the food changes', 'Customers miss the previous style of food presentation']",i,"['+', '+', '-', '-']","['+', '+', '-', '-']","['+', '+', '+', '+']","[{'i': '8', 'customers': '35'}, {'i': '12', 'customers': '18'}, {'i': '2', 'customers': '12'}, {'i': '-52', 'customers': '-42'}]",4.28,1.96
coc_inevitable_action_yes_stories,5,mild_harm_mild_good,"I, an Artist, face a moral dilemma. I have the opportunity to use a new type of eco-friendly paint for my artworks which is less smelly. This paint is slightly less smelly. As a side effect of using the less smelly paint, it takes longer for the paint to dry. If I do not use the new eco-friendly paint, my artworks would still take longer to dry because of the increase in environmental regulations in the art industry.",1: use the new eco-friendly paint.,"['I use the new eco-friendly paint', 'I experience slightly less paint smell while working', 'My artworks take longer to dry']",i,"['+', '+', '-']","['+', '+', '-']","['+', '+', '+']","[{'i': '35'}, {'i': '12'}, {'i': '-18'}]",4.238095238095238,2.1904761904761907
coc_inevitable_action_yes_stories,6,mild_harm_mild_good,"I, a Lawyer, face a moral dilemma. I have the opportunity to introduce a new software for document automation in my law firm. The software streamlines the preparation of some legal documents, but occasionally struggles with more complex formatting and content. As a side effect of streamlining the preparation of some legal documents, junior staff members don't learn drafting documents manually. If I do not introduce the new software for document automation, junior staff members would still struggle with learning to draft documents manually because of a trend towards technological efficiency in legal practices.",1: introduce the new software for document automation.,"['Legal document preparation becomes faster at my law firm', 'Some legal documents are generated with formatting problems', 'Junior staff members spend less time drafting documents manually', 'Junior staff members learn manual document drafting less through daily work', 'My law firm relies more on document automation software']",i,"['+', '+', '-', '-', '+']","['+', '-', '-', '-', '+']","['+', '+', '+', '+', '+']","[{'junior staff members': '55', 'i': '72'}, {'junior staff members': '-35', 'i': '0'}, {'junior staff members': '72', 'i': '12'}, {'junior staff members': '-58', 'i': '-18'}, {'junior staff members': '35', 'i': '55'}]",4.238095238095238,2.4285714285714284
coc_inevitable_action_yes_stories,7,mild_harm_mild_good,"I, a Mechanic, face a moral dilemma. I have the opportunity to use a new, more efficient hydraulic lift in my garage. The new lift helps with the repairs of a small subset of vehicles. As a side effect of helping with the repairs of a small subset of vehicles, the new lift produces a low humming noise, which is distracting to some workers. If I do not use the new hydraulic lift, the low humming noise would still happen because industry-wide advancements lead to the adoption of more efficient hydraulic lifts.","1: use the new, more efficient hydraulic lift.","['I use the new, more efficient hydraulic lift', 'Repairs of a small subset of vehicles are helped', 'Some workers hear a low humming noise', 'Some workers feel distracted']",i,"['+', '+', '-', '-']","['+', '+', '-', '-']","['+', '+', '+', '+']","[{'some workers': '55', 'i': '72'}, {'some workers': '10', 'i': '0'}, {'some workers': '5', 'i': '0'}, {'some workers': '-15', 'i': '0'}]",4.238095238095238,2.0952380952380953
coc_inevitable_action_yes_stories,8,mild_harm_mild_good,"I, a Soldier, face a moral dilemma. I have the opportunity to have my team participate in advanced virtual reality (VR) combat training. The VR training is an somewhat more interesting experience. As a side effect of the somewhat more interesting experience, some soldiers experience short dizziness after extended VR sessions. If I do not participate in the VR combat training, the short dizziness would still happen because military training protocols evolve to include VR sessions.",1: participate in the advanced VR combat training.,"['My team participates in advanced virtual reality combat training', 'Some soldiers experience short dizziness after extended virtual reality sessions', 'I have a somewhat more interesting training experience']",i,"['+', '-', '+']","['+', '-', '+']","['+', '+', '+']","[{'1 team of soldiers who would participate in the advanced vr combat training': '72', 'i': '72'}, {'1 team of soldiers who would participate in the advanced vr combat training': '-18', 'i': '0'}, {'1 team of soldiers who would participate in the advanced vr combat training': '18', 'i': '18'}]",4.095238095238095,1.8571428571428572
coc_inevitable_action_yes_stories,9,mild_harm_mild_good,"I, a Policeman, face a moral dilemma. I have the opportunity to implement a new digital reporting system for incidents. The system is slightly easier to use. As a side effect of making the reporting system slightly easier to use, the new digital system requires older officers to adapt to new technology, causing frustration. If I do not implement the new digital reporting system, the frustration of older officers would still happen because of a shift in police department policy that mandates digital reporting for minor incidents.",1: implement the new digital reporting system.,"['Incident reporting becomes slightly easier for officers', 'Older officers experience frustration adapting to the new technology', 'I implement the new digital reporting system']",i,"['+', '-', '+']","['+', '-', '+']","['+', '+', '+']","[{'older officers': '18', 'i': '12'}, {'older officers': '-62', 'i': '0'}, {'older officers': '-55', 'i': '75'}]",3.619047619047619,2.5714285714285716
coc_inevitable_prevention_no_stories,0,mild_harm_mild_good,"I, an Architect, face a moral dilemma. My colleague has the opportunity to implement a new bike lane system throughout the city. The new bike lane system encourages residents to cycle more. As a side effect of encouraging residents to cycle more, the implementation of the bike lanes increases the prices for parking cars in the city. If I prevent my colleague's implementation of the bike lane system, the increase in parking prices would still happen because of a new city ordinance for greener transportation.",2: not prevent my colleague's implementation of the bike lane system.,"['My colleague proceeds with the new bike lane system', 'City residents are encouraged to cycle more']",i,"['+', '+']","['+', '+']","['+', '+']","[{'an unknown number of city residents who would cycle more and not park cars in the city': '72', 'an unknown number of city residents who would not cycle more and not park cars in the city': '5', 'an unknown number of city residents who would not cycle more and park cars in the city': '-40', 'an unknown number of non-residents who park cars in the city': '-45', 'an unknown number of city residents who would cycle more and park cars in the city': '55', 'i': '70'}, {'an unknown number of city residents who would cycle more and not park cars in the city': '45', 'an unknown number of city residents who would not cycle more and not park cars in the city': '5', 'an unknown number of city residents who would not cycle more and park cars in the city': '15', 'an unknown number of non-residents who park cars in the city': '15', 'an unknown number of city residents who would cycle more and park cars in the city': '35', 'i': '10'}]",4.238095238095238,1.9523809523809523
coc_inevitable_prevention_no_stories,1,mild_harm_mild_good,"I, an Engineer, face a moral dilemma. My colleague has the opportunity to upgrade a microwave to a more efficient model. The new microwave is more environmentally friendly. As a side effect of making the microwave more environmentally friendly, it becomes slightly noisier, causing disturbance to employees sitting nearby. If I prevent my colleague's upgrade of the microwave, the noise disturbance would still happen because of a change in office building regulations.",2: not prevent my colleague's upgrade of the microwave.,"['The office gets a more energy-efficient microwave', ""The microwave's environmental impact is reduced"", 'Employees sitting nearby experience more noise disturbance']",i,"['+', '+', '-']","['+', '+', '-']","['+', '+', '+']","[{'employees sitting nearby': '8', 'my colleague': '8', 'i': '5'}, {'employees sitting nearby': '2', 'my colleague': '0', 'i': '0'}, {'employees sitting nearby': '-35', 'my colleague': '-25', 'i': '-30'}]",4.476190476190476,1.8095238095238095
coc_inevitable_prevention_no_stories,2,mild_harm_mild_good,"I, a Teacher, face a moral dilemma. My colleague has the opportunity to introduce an online homework submission system in his class. The online system streamlines the submission process for some assignments. As a side effect of streamlining the submission process for some assignments, some students who are less tech-savvy experience initial confusion and anxiety adapting to the new system. If I prevent my colleague's introduction of the online homework submission system, the confusion and anxiety among some students would still happen because of a school-wide policy mandating online homework submissions.",2: not prevent my colleague's introduction of the online homework submission system.,"[""The homework submission process becomes more streamlined for some assignments in my colleague's class"", 'Some students experience easier homework submission', 'Some less tech-savvy students experience initial confusion adapting to the online system', 'My colleague is able to use the online homework system in class']",i,"['-', '-', '-', '-']","['+', '+', '-', '+']","['+', '+', '+', '+']","[{""an unspecified number of less tech-savvy students in my colleague's class"": '45', 'i': '35', ""an unspecified number of other students in my colleague's class"": '20'}, {""an unspecified number of less tech-savvy students in my colleague's class"": '40', 'i': '0', ""an unspecified number of other students in my colleague's class"": '0'}, {""an unspecified number of less tech-savvy students in my colleague's class"": '-25', 'i': '-10', ""an unspecified number of other students in my colleague's class"": '0'}, {""an unspecified number of less tech-savvy students in my colleague's class"": '-30', 'i': '35', ""an unspecified number of other students in my colleague's class"": '0'}]",4.08,2.12
coc_inevitable_prevention_no_stories,3,mild_harm_mild_good,"I, a Nurse, face a moral dilemma. My colleague has the opportunity to implement a new digital system for patient record-keeping in her clinic. The digital system improves the time it takes to access patient records. As a side effect of improving the time it takes to access patient records, some elderly patients feel uncomfortable with the new system, missing the personal touch of traditional methods. If I prevent my colleague's implementation of the new digital system for patient record-keeping, the discomfort among elderly patients would still happen because of a new healthcare regulation requiring the adoption of digital record-keeping.",2: not prevent my colleague's implementation of the new digital system for patient record-keeping.,"['Patient records are accessed more quickly', 'Some elderly patients feel uncomfortable with the digital system', 'Some elderly patients miss the personal touch of traditional methods', 'The clinic complies with the digital record-keeping regulation']",i,"['-', '-', '-', '-']","['+', '-', '-', '-']","['+', '+', '+', '+']","[{'my colleague': '20', 'i': '35'}, {'my colleague': '-45', 'i': '0'}, {'my colleague': '-45', 'i': '0'}, {'my colleague': '-45', 'i': '0'}]",4.142857142857143,1.8571428571428572
coc_inevitable_prevention_no_stories,4,mild_harm_mild_good,"I, a Chef, face a moral dilemma. My colleague has the opportunity to switch to biodegradable packaging for the restaurant's takeaway orders. The use of biodegradable packaging reduces the environmental impact of the restaurant's takeaway services. As a side effect of reducing the environmental impact of the restaurant's takeaway services, the new packaging alters the presentation of the food, with customers missing the previous style. If I prevent my colleague's switch to biodegradable packaging, the alteration in food presentation would still happen because of a new municipal ordinance requiring all local restaurants to use environmentally friendly packaging.",2: not prevent my colleague's switch to biodegradable packaging.,"[""The restaurant's takeaway services have reduced environmental impact."", ""The food's presentation changes."", 'Customers miss the previous presentation style.']",i,"['-', '-', '-']","['-', '-', '-']","['+', '+', '+']","[{'1 chef': '12', 'i': '0', 'an unspecified number of restaurant takeaway customers': '12', '1 colleague': '5'}, {'1 chef': '0', 'i': '0', 'an unspecified number of restaurant takeaway customers': '0', '1 colleague': '0'}, {'1 chef': '-35', 'i': '-35', 'an unspecified number of restaurant takeaway customers': '-18', '1 colleague': '-15'}]",4.428571428571429,2.238095238095238
coc_inevitable_prevention_no_stories,5,mild_harm_mild_good,"I, an Artist, face a moral dilemma. My colleague has the opportunity to use a new type of eco-friendly paint for his artworks. This paint is slightly less smelly. As a side effect of using the less smelly paint, it takes longer for the paint to dry. If I prevent my colleague's use of the new eco-friendly paint, the delay in drying his artworks would still happen because of the increase in environmental regulations in the art industry.",2: not prevent my colleague's use of the new eco-friendly paint.,"['My colleague uses the new eco-friendly paint', 'My colleague is exposed to less paint smell while working', ""My colleague's artworks take longer to dry"", 'The paint use causes less environmental harm']",i,"['+', '+', '-', '+']","['+', '+', '-', '+']","['-', '+', '+', '+']","[{'my colleague': '20', 'i': '12'}, {'my colleague': '35', 'i': '5'}, {'my colleague': '-15', 'i': '0'}, {'my colleague': '8', 'i': '10'}]",4.045454545454546,2.1818181818181817
coc_inevitable_prevention_no_stories,6,mild_harm_mild_good,"I, a Lawyer, face a moral dilemma. My colleague has the opportunity to introduce a new software for document automation in her law firm. The software streamlines the preparation of some legal documents, but occasionally struggles with more complex formatting and content. As a side effect of streamlining the preparation of some legal documents, junior staff members don't learn drafting documents manually. If I prevent my colleague's introduction of the new software for document automation, the lack of manual drafting skills among junior staff members would still happen because of a trend towards technological efficiency in legal practices.",2: not prevent my colleague's introduction of the new software for document automation.,"['My colleague introduces the new document automation software in her law firm', 'Preparation of some legal documents in the firm becomes more streamlined', 'Law firm staff encounter occasional formatting and content problems in more complex documents', 'Junior staff members do not gain manual document drafting experience']",i,"['+', '+', '+', '-']","['+', '+', '-', '-']","['+', '+', '+', '+']","[{'junior staff members': '25', 'my colleague': '35', 'i': '35'}, {'junior staff members': '25', 'my colleague': '22', 'i': '20'}, {'junior staff members': '-20', 'my colleague': '-18', 'i': '0'}, {'junior staff members': '-55', 'my colleague': '-40', 'i': '-55'}]",4.318181818181818,2.3636363636363638
coc_inevitable_prevention_no_stories,7,mild_harm_mild_good,"I, a Mechanic, face a moral dilemma. My colleague has the opportunity to use a new, more efficient hydraulic lift in his garage. The new lift helps with the repairs of a small subset of vehicles. As a side effect of helping with the repairs of a small subset of vehicles, the new lift produces a low humming noise, which is distracting to some workers. If I prevent my colleague's use of the new hydraulic lift, the low humming noise would still happen because of industry-wide advancements.",2: not prevent my colleague's use of the new hydraulic lift.,"['Repairs on a small subset of vehicles become more efficient', 'My colleague has an easier time repairing that small subset of vehicles', 'Some workers are distracted by the low humming noise']",i,"['+', '+', '-']","['+', '+', '-']","['+', '+', '+']","[{'n workers distracted by the humming noise': '5', '1 colleague': '0', 'i': '0', '1 mechanic': '18'}, {'n workers distracted by the humming noise': '0', '1 colleague': '32', 'i': '8', '1 mechanic': '20'}, {'n workers distracted by the humming noise': '-15', '1 colleague': '-15', 'i': '0', '1 mechanic': '-12'}]",4.380952380952381,1.619047619047619
coc_inevitable_prevention_no_stories,8,mild_harm_mild_good,"I, a Soldier, face a moral dilemma. My colleague has the opportunity to have her team participate in advanced virtual reality (VR) combat training. The VR training is an somewhat more interesting experience. As a side effect of the somewhat more interesting experience, some soldiers experience short dizziness after extended VR sessions. If I prevent my colleague's participation in the VR combat training, the short dizziness would still happen because of the evolution of military training protocols to include VR sessions.",2: not prevent my colleague's participation in the VR combat training.,"[""My colleague's team participates in advanced VR combat training"", ""my colleague's team has a somewhat more interesting training experience"", 'Some soldiers experience short dizziness after extended VR sessions']",i,"['+', '-', '-']","['+', '+', '-']","['+', '+', '+']","[{'my colleague': '40', 'her team members who would not experience short dizziness from vr sessions': '60', 'i': '5', 'her team members who would experience short dizziness from vr sessions': '15'}, {'my colleague': '12', 'her team members who would not experience short dizziness from vr sessions': '-12', 'i': '-6', 'her team members who would experience short dizziness from vr sessions': '0'}, {'my colleague': '0', 'her team members who would not experience short dizziness from vr sessions': '0', 'i': '0', 'her team members who would experience short dizziness from vr sessions': '-10'}]",3.923076923076923,2.1923076923076925
coc_inevitable_prevention_no_stories,9,mild_harm_mild_good,"I, a Policeman, face a moral dilemma. My colleague has the opportunity to implement a new digital reporting system for minor incidents. The system is slightly easier to use. As a side effect of making the reporting system slightly easier to use, the new digital system requires older officers to adapt to new technology, causing frustration. If I prevent my colleague's implementation of the new digital reporting system for minor incidents, the frustration among older officers would still happen because of a shift in police department policy that mandates digital reporting for minor incidents.",2: not prevent my colleague's implementation of the new digital reporting system for minor incidents.,"['The new digital reporting system for minor incidents is put into use.', 'Minor incident reporting becomes slightly easier for officers using the system.', 'Older officers have to adapt to new technology.', 'Older officers experience frustration.']",i,"['-', '+', '-', '-']","['+', '+', '-', '-']","['+', '+', '+', '+']","[{'older officers who must adapt to the digital reporting system and experience frustration': '-35', 'my colleague': '15', 'i': '10'}, {'older officers who must adapt to the digital reporting system and experience frustration': '18', 'my colleague': '12', 'i': '15'}, {'older officers who must adapt to the digital reporting system and experience frustration': '-35', 'my colleague': '-20', 'i': '-20'}, {'older officers who must adapt to the digital reporting system and experience frustration': '-35', 'my colleague': '-25', 'i': '-25'}]",4.0,2.2857142857142856
