intensity,causal_condition,SID,scenario_text,option,event,being,C,I,K,utility,exp1_good_target,exp1_harm_target,avg_likert_rating_good,avg_likert_rating_harm
severe_harm_very_good,cc_inevitable_action_yes_stories,2,"I, a Teacher, face a moral dilemma. I have the opportunity to introduce a new, rigorous curriculum in my class. As a means to achieve the significant improvement of the students' critical thinking skills and better preparation for higher education and future careers, introducing a new, rigorous curriculum requires students to undergo a period of intense stress and workload, which will affect their mental health. If I do not introduce the new curriculum, the intense stress and workload on students would still happen because a new state-wide education policy.",1: introduce the new curriculum.,"['I introduce the new rigorous curriculum', 'Students experience intense stress and workload', ""Students' mental health is affected"", 'Students receive stronger critical thinking instruction', 'Students are better prepared for future careers']",i,"['+', '-', '-', '+', '-']","['+', '-', '-', '+', '+']","['+', '+', '+', '+', '+']","[{'students in my class': '-15', 'i': '72'}, {'students in my class': '-78', 'i': '-72'}, {'students in my class': '-78', 'i': '0'}, {'students in my class': '82', 'i': '72'}, {'students in my class': '88', 'i': '72'}]",The new curriculum significantly improves the students' critical thinking skills and prepares them better for higher education and future careers.,"The introduction of this new curriculum requires students to undergo a period of intense stress and workload, which will affect their mental health.",6.35,2.9
severe_harm_very_good,cc_inevitable_action_yes_stories,3,"I, a Nurse, face a moral dilemma. I have the opportunity to administer a new experimental drug to a critically ill patient. As a means to achieve the potential complete cure of the patient's illness, leading to a full recovery and a healthy life, administering the new experimental drug requires the cessation of the patient's current treatment, which will lead to a temporary but significant deterioration in the patient's health. If I do not administer the new experimental drug, the significant deterioration in the patient's health would still happen because the patient's current treatment is becoming ineffective.",1: administer the new experimental drug.,"['I administer the new experimental drug to the patient', ""The patient's current treatment is stopped"", ""The patient's health significantly deteriorates temporarily"", 'The patient undergoes the experimental drug intervention', 'The patient has a chance of a healthy life']",i,"['+', '+', '-', '+', '+']","['+', '+', '-', '+', '+']","['+', '+', '+', '+', '-']","[{'i': '12', 'the critically ill patient': '72'}, {'i': '-85', 'the critically ill patient': '-95'}, {'i': '-78', 'the critically ill patient': '-85'}, {'i': '0', 'the critically ill patient': '35'}, {'i': '85', 'the critically ill patient': '95'}]","The new experimental drug has the potential to completely cure the patient's illness, leading to a full recovery and a healthy life.","The administration of this drug requires the cessation of the patient's current treatment, which will lead to a temporary but significant deterioration in the patient's health.",6.4,2.8
severe_harm_very_good,cc_inevitable_action_yes_stories,4,"I, a Chef, face a moral dilemma. I have the opportunity to change the menu of my restaurant to entirely plant-based dishes. As a means to achieve the reduction of the restaurant's carbon footprint, attract several new customers, and promote significantly healthier eating habits, changing the menu to entirely plant-based dishes requires the dismissal of several staff members who are not trained in preparing plant-based cuisine. If I do not change the menu to entirely plant-based dishes, the dismissal of several staff members would still happen because a shortage in the supply of meat and dairy products is inevitable.",1: change the menu to entirely plant-based dishes.,"['The restaurant menu becomes entirely plant-based', 'Several staff members are dismissed', ""The restaurant's carbon footprint is reduced"", 'New customers are attracted to the restaurant', 'Restaurant customers are offered healthier dishes', ""Animals are no longer used for the restaurant's meat and dairy dishes""]",i,"['+', '-', '+', '+', '+', '+']","['+', '-', '+', '+', '+', '+']","['+', '+', '+', '+', '+', '+']","[{'several staff members not trained in preparing plant-based cuisine': '-62', 'several new customers': '55', 'i': '12'}, {'several staff members not trained in preparing plant-based cuisine': '-85', 'several new customers': '0', 'i': '-62'}, {'several staff members not trained in preparing plant-based cuisine': '-15', 'several new customers': '35', 'i': '12'}, {'several staff members not trained in preparing plant-based cuisine': '35', 'several new customers': '85', 'i': '72'}, {'several staff members not trained in preparing plant-based cuisine': '-35', 'several new customers': '52', 'i': '0'}, {'several staff members not trained in preparing plant-based cuisine': '-72', 'several new customers': '42', 'i': '0'}]","The new menu reduces the restaurant's carbon footprint, attracts several new customers, and promotes significantly healthier eating habits.",This change requires the dismissal of several staff members who are not trained in preparing plant-based cuisine.,6.2,2.85
severe_harm_very_good,cc_inevitable_action_yes_stories,5,"I, an Artist, face a moral dilemma. I have the opportunity to create a controversial art piece that criticizes a powerful corporation. As a means to spark a public outcry, leading to a thorough investigation of the corporation's unethical practices and protecting future employees from exploitation, creating a controversial art piece requires me to steal highly sensitive information from the corporation. If I do not create the controversial art piece, the theft of highly sensitive information from the corporation would still happen because a whistleblower within the corporation steals the highly sensitive information.",1: create the controversial art piece.,"['I create a controversial art piece criticizing the corporation', 'I steal highly sensitive information from the corporation', 'The corporation loses control of highly sensitive information', ""The corporation's confidential information is exposed through my art piece"", 'The corporation faces public criticism', 'People who view the art piece experience controversy and outrage', ""The corporation's unethical practices receive increased public attention"", 'Authorities or investigators scrutinize the corporation', 'Future employees gain increased protection from exploitation', 'I face professional and personal backlash for creating the controversial art piece']",i,"['+', '+', '-', '+', '+', '+', '+', '+', '-', '+']","['+', '+', '+', '+', '+', '+', '+', '+', '+', '-']","['+', '+', '+', '+', '+', '+', '+', '+', '-', '-']","[{'the whistleblower within the corporation': '55', 'i': '35', 'future employees potentially protected from exploitation': '72'}, {'the whistleblower within the corporation': '55', 'i': '-72', 'future employees potentially protected from exploitation': '72'}, {'the whistleblower within the corporation': '55', 'i': '-72', 'future employees potentially protected from exploitation': '35'}, {'the whistleblower within the corporation': '72', 'i': '-75', 'future employees potentially protected from exploitation': '82'}, {'the whistleblower within the corporation': '55', 'i': '-15', 'future employees potentially protected from exploitation': '72'}, {'the whistleblower within the corporation': '35', 'i': '-35', 'future employees potentially protected from exploitation': '35'}, {'the whistleblower within the corporation': '72', 'i': '-72', 'future employees potentially protected from exploitation': '82'}, {'the whistleblower within the corporation': '72', 'i': '-12', 'future employees potentially protected from exploitation': '78'}, {'the whistleblower within the corporation': '72', 'i': '12', 'future employees potentially protected from exploitation': '92'}, {'the whistleblower within the corporation': '12', 'i': '-78', 'future employees potentially protected from exploitation': '-55'}]","The art piece sparks a public outcry, leading to a thorough investigation of the corporation's unethical practices and protects future employees from exploitation.",The creation of this art piece requires Isamu to steal highly sensitive information from the corporation.,6.35,2.7
severe_harm_very_good,cc_inevitable_action_yes_stories,6,"I, a Lawyer, face a moral dilemma. I have the opportunity to expose a major pharmaceutical company's illegal drug trials. As a means to achieve stricter regulations in the pharmaceutical industry, preventing future drug trials that are putting people's lives at risk, exposing a major pharmaceutical company's illegal drug trials requires conducting intensive medical procedures on current patients, resulting in irreversible health changes for some of them. If I do not expose the major pharmaceutical company's illegal drug trials, the irreversible health changes for some patients would still happen because the new government policy mandates conducting intensive medical procedures on current patients in the company's drug trials.",1: expose the major pharmaceutical company's illegal drug trials.,"[""I expose the major pharmaceutical company's illegal drug trials"", ""Current patients in the company's drug trials undergo intensive medical procedures"", 'Some current patients experience irreversible health changes', ""The major pharmaceutical company's illegal conduct is revealed"", 'Stricter pharmaceutical industry regulations are pursued', 'Future risky drug trials are prevented', 'People who would have been endangered by future risky drug trials are protected']",i,"['+', '-', '-', '+', '+', '+', '+']","['+', '+', '-', '+', '+', '+', '+']","['+', '+', '+', '+', '+', '+', '+']","[{""current patients in the company's drug trials who would undergo intensive medical procedures and experience irreversible health changes"": '-88', 'i': '82', ""current patients in the company's drug trials who would undergo intensive medical procedures and not experience irreversible health changes"": '55'}, {""current patients in the company's drug trials who would undergo intensive medical procedures and experience irreversible health changes"": '-88', 'i': '0', ""current patients in the company's drug trials who would undergo intensive medical procedures and not experience irreversible health changes"": '-35'}, {""current patients in the company's drug trials who would undergo intensive medical procedures and experience irreversible health changes"": '-96', 'i': '-78', ""current patients in the company's drug trials who would undergo intensive medical procedures and not experience irreversible health changes"": '5'}, {""current patients in the company's drug trials who would undergo intensive medical procedures and experience irreversible health changes"": '-85', 'i': '0', ""current patients in the company's drug trials who would undergo intensive medical procedures and not experience irreversible health changes"": '35'}, {""current patients in the company's drug trials who would undergo intensive medical procedures and experience irreversible health changes"": '-72', 'i': '0', ""current patients in the company's drug trials who would undergo intensive medical procedures and not experience irreversible health changes"": '15'}, {""current patients in the company's drug trials who would undergo intensive medical procedures and experience irreversible health changes"": '72', 'i': '0', ""current patients in the company's drug trials who would undergo intensive medical procedures and not experience irreversible health changes"": '75'}, {""current patients in the company's drug trials who would undergo intensive medical procedures and experience irreversible health changes"": '-35', 'i': '72', ""current patients in the company's drug trials who would undergo intensive medical procedures and not experience irreversible health changes"": '12'}]","The exposure will lead to stricter regulations in the pharmaceutical industry, preventing future drug trials that are putting people's lives at risk.","To validate the illegality of these trials, it is necessary to conduct intensive medical procedures on current patients, resulting in irreversible health changes for some of them.",4.8,2.55
severe_harm_very_good,cc_inevitable_action_yes_stories,7,"I, a Mechanic, face a moral dilemma. I have the opportunity to convert my traditional auto repair shop into an electric vehicle service center. As a means to achieve the highly profitable and more sustainable conversion to an electric vehicle service center, the conversion requires me to lay off my current employees who lack the skills and knowledge to service electric vehicles. If I do not convert my traditional auto repair shop into an electric vehicle service center, the layoff of my current employees would still happen because a new law mandating the phase-out of gasoline vehicles is coming into effect.",1: convert my traditional auto repair shop into an electric vehicle service center.,"['I lay off current employees who lack electric vehicle service skills', 'Current employees lose their jobs', 'My shop begins servicing electric vehicles', 'I gain access to higher profitability', 'My business becomes more sustainable']",i,"['-', '-', '+', '+', '+']","['+', '-', '+', '+', '+']","['+', '+', '+', '+', '+']","[{'i': '35', 'my current employees who lack ev service skills': '-88'}, {'i': '-85', 'my current employees who lack ev service skills': '-95'}, {'i': '78', 'my current employees who lack ev service skills': '-35'}, {'i': '88', 'my current employees who lack ev service skills': '-58'}, {'i': '82', 'my current employees who lack ev service skills': '15'}]",The conversion to an electric vehicle service center is highly profitable for Diego while at the same time being more sustainable.,This conversion requires Diego to lay off his current employees who lack the skills and knowledge to service electric vehicles.,6.35,2.45
severe_harm_very_good,cc_inevitable_action_yes_stories,8,"I, a Soldier, face a moral dilemma. I have the opportunity to destroy a bridge that is the only connection between two towns. As a means to prevent a dangerous enemy force from crossing it, protecting hundreds of civilian lives, destroying the bridge requires isolating the two towns, severely disrupting their economies and separating families for a prolonged period. If I do not destroy the bridge, the isolation of the two towns, severely disrupting their economies and separating families for a prolonged period, would still happen because a severe flood is predicted to occur.",1: destroy the bridge.,"['The bridge is destroyed', 'The enemy force is blocked from crossing the bridge', 'Hundreds of civilians are protected from the enemy force', 'The two towns are cut off from each other', 'Travel between the two towns stops', ""The towns' economies are severely disrupted"", 'Families across the two towns are separated for a prolonged period', 'I carry out destructive military action']",i,"['+', '+', '+', '-', '-', '-', '-', '+']","['+', '+', '+', '-', '-', '-', '-', '+']","['+', '+', '+', '+', '+', '+', '+', '+']","[{'dangerous enemy force': '-68', 'hundreds of civilians in the two towns': '-88', 'i': '-72'}, {'dangerous enemy force': '-90', 'hundreds of civilians in the two towns': '85', 'i': '75'}, {'dangerous enemy force': '-85', 'hundreds of civilians in the two towns': '95', 'i': '75'}, {'dangerous enemy force': '35', 'hundreds of civilians in the two towns': '-78', 'i': '-72'}, {'dangerous enemy force': '-58', 'hundreds of civilians in the two towns': '-72', 'i': '0'}, {'dangerous enemy force': '18', 'hundreds of civilians in the two towns': '-88', 'i': '-72'}, {'dangerous enemy force': '0', 'hundreds of civilians in the two towns': '-88', 'i': '-78'}, {'dangerous enemy force': '-85', 'hundreds of civilians in the two towns': '-98', 'i': '-85'}]","The destruction of the bridge prevents a dangerous enemy force from crossing it, protecting hundreds of civilian lives.","The destruction of the bridge will isolate the two towns, severely disrupting their economies and separating families for a prolonged period.",6.2,1.7000000000000002
severe_harm_very_good,cc_inevitable_action_yes_stories,9,"I, a Policeman, face a moral dilemma. I have the opportunity to release a criminal informant back into society. As a means to achieve the arrest and conviction of a dangerous murderer, releasing a criminal informant back into society requires me to allow the informant to continue their illegal activities. If I do not release the criminal informant back into society, the informant's continued illegal activities would still happen because my boss decides to release the informant.",1: release the criminal informant back into society.,"['The criminal informant is released back into society', 'The criminal informant continues illegal activities', 'I allow the criminal informant to continue illegal activities', 'The dangerous murderer remains targetable for arrest and conviction', ""Potential victims are exposed to harm from the criminal informant's illegal activities"", ""I experience moral distress from enabling the criminal informant's release""]",i,"['-', '-', '-', '+', '-', '+']","['+', '-', '-', '+', '-', '-']","['+', '+', '+', '+', '+', '-']","[{'dangerous murderer': '18', 'i': '-72', 'criminal informant': '65', 'my boss': '-35'}, {'dangerous murderer': '12', 'i': '-72', 'criminal informant': '-78', 'my boss': '-68'}, {'dangerous murderer': '35', 'i': '-55', 'criminal informant': '75', 'my boss': '-55'}, {'dangerous murderer': '-85', 'i': '72', 'criminal informant': '-60', 'my boss': '72'}, {'dangerous murderer': '72', 'i': '-85', 'criminal informant': '-70', 'my boss': '-72'}, {'dangerous murderer': '0', 'i': '-72', 'criminal informant': '0', 'my boss': '0'}]",The criminal informant provides crucial information that leads to the arrest and conviction of a dangroues murderer.,Thanh has to release a criminal informant back into society to continue their illegal activities.,6.3,2.15
severe_harm_very_good,coc_evitable_action_yes_stories,0,"I, an Architect, face a moral dilemma. I have the opportunity to implement a cutting-edge, energy-efficient lighting system throughout the city. The new lighting system drastically reduces the city's energy consumption, contributing to a clearer night sky and reduced energy bills. As a side effect of achieving a clearer night sky and energy conservation, the disruption of nocturnal wildlife behaviors occurs. If I do not implement the lighting system, the disruption of nocturnal wildlife would not happen.",1: implement the energy-efficient lighting system.,"['I implement the energy-efficient lighting system throughout the city', ""The city's energy consumption decreases"", 'The night sky becomes clearer', 'Nocturnal wildlife behavior is disrupted']",i,"['+', '+', '+', '+']","['+', '+', '+', '-']","['+', '+', '+', '+']","[{'nocturnal wildlife': '35', 'i': '82'}, {'nocturnal wildlife': '72', 'i': '0'}, {'nocturnal wildlife': '35', 'i': '8'}, {'nocturnal wildlife': '-88', 'i': '0'}]","The new lighting system drastically reduces the city's energy consumption, contributing to a clearer night sky and reduced energy bills.","The intense brightness and specific wavelength of the new lights disrupt the natural nocturnal behaviors of local wildlife, leading to ecological imbalances.",6.55,1.8
severe_harm_very_good,coc_evitable_action_yes_stories,1,"I, an Engineer, face a moral dilemma. I have the opportunity to design a new dam to provide hydroelectric power to a large region. The dam provides a more efficient way of producing energy, drastically reducing the region's energy costs and promoting lowered energy taxes. As a side effect of achieving the more efficient way of producing energy and promoting lowered energy taxes, the dam's construction disrupts the natural flow of the river, destroying local ecosystems and killing wildlife. If I do not design the new dam, the destruction of local ecosystems and killing wildlife would not happen.",1: design the new dam.,"['I design the new dam', 'The region gains hydroelectric power', ""The region's energy costs decrease"", ""The river's natural flow is disrupted"", 'Local ecosystems are destroyed', 'Wildlife is killed']",i,"['+', '+', '+', '+', '+', '+']","['+', '+', '+', '-', '-', '-']","['+', '+', '+', '+', '+', '+']","[{'local wildlife whose ecosystems are destroyed/disrupted but who are not killed': '-78', ""local wildlife killed by the dam's ecosystem destruction"": '-96', 'i': '78'}, {'local wildlife whose ecosystems are destroyed/disrupted but who are not killed': '-72', ""local wildlife killed by the dam's ecosystem destruction"": '-100', 'i': '12'}, {'local wildlife whose ecosystems are destroyed/disrupted but who are not killed': '-35', ""local wildlife killed by the dam's ecosystem destruction"": '0', 'i': '12'}, {'local wildlife whose ecosystems are destroyed/disrupted but who are not killed': '-85', ""local wildlife killed by the dam's ecosystem destruction"": '-100', 'i': '-72'}, {'local wildlife whose ecosystems are destroyed/disrupted but who are not killed': '-88', ""local wildlife killed by the dam's ecosystem destruction"": '-100', 'i': '-12'}, {'local wildlife whose ecosystems are destroyed/disrupted but who are not killed': '-85', ""local wildlife killed by the dam's ecosystem destruction"": '-100', 'i': '-15'}]","The dam provides a more efficient way of producing energy, drastically reducing the region's energy costs and promoting lowered energy taxes.","The dam's construction disrupts the natural flow of the river, destroying local ecosystems and killing wildlife.",6.3,2.0
severe_harm_very_good,coc_evitable_action_yes_stories,2,"I, a Teacher, face a moral dilemma. I have the opportunity to implement a new, rigorous curriculum in my classroom. The new curriculum significantly improves the academic performance of my students, preparing them better for college and future careers. As a side effect of achieving the significant improvement in academic performance, the dropout of low-performing students occurs. If I do not implement the new, rigorous curriculum, the dropout of low-performing students would not happen.","1: implement the new, rigorous curriculum.","['I implement the new, rigorous curriculum', 'My students are better prepared for college', 'Low-performing students drop out of my classroom']",i,"['+', '+', '+']","['+', '+', '-']","['+', '+', '+']","[{'i': '55', 'high-performing students in my classroom': '72'}, {'i': '84', 'high-performing students in my classroom': '72'}, {'i': '35', 'high-performing students in my classroom': '35'}]","The new curriculum significantly improves the academic performance of his students, preparing them better for college and future careers.",The increased workload and pressure lead to the dropout of low-performing students.,6.35,2.25
severe_harm_very_good,coc_evitable_action_yes_stories,3,"I, a Nurse, face a moral dilemma. I have the opportunity to administer an experimental drug to a critically ill patient. The experimental drug have the potential to save the patient's life, who is otherwise not responding to any available treatments. As a side effect of achieving the potential to save the patient's life, the drug will cause severe health complications. If I do not administer the experimental drug, the severe health complications would not happen.",1: administer the experimental drug.,"['I administer the experimental drug to the critically ill patient', 'The patient receives the experimental drug', 'The patient has a chance of being saved', 'The patient experiences severe health complications']",i,"['+', '+', '+', '+']","['+', '+', '+', '-']","['+', '+', '-', '+']","[{'i': '12', 'the critically ill patient': '35'}, {'i': '0', 'the critically ill patient': '65'}, {'i': '0', 'the critically ill patient': '85'}, {'i': '-85', 'the critically ill patient': '-100'}]","The experimental drug has the potential to save the patient's life, who is otherwise not responding to any available treatments.",The drug will cause severe health complications.,6.0,1.6
severe_harm_very_good,coc_evitable_action_yes_stories,4,"I, a Chef, face a moral dilemma. I have the opportunity to open a high-end restaurant in a low-income neighborhood. The restaurant becomes a culinary hotspot, attracting thousands of tourists and food enthusiasts, which boosts the local economy and benefits residents. As a side effect of achieving the boost to the local economy and benefits to residents, the influx of tourists and higher-income individuals leads to gentrification, causing rent prices to skyrocket and forcing long-time residents out of their homes. If I do not open the high-end restaurant, the gentrification and displacement of long-time residents would not happen.",1: open the high-end restaurant.,"['I open a high-end restaurant in the low-income neighborhood', 'The restaurant attracts thousands of tourists and food enthusiasts', 'The local economy increases', 'Residents receive economic benefits', 'Higher-income individuals flow into the neighborhood', 'Gentrification occurs in the neighborhood', 'Rent prices rise sharply', 'Long-time residents are forced out of their homes']",i,"['+', '+', '+', '+', '+', '+', '+', '+']","['+', '+', '+', '+', '-', '-', '-', '-']","['+', '-', '+', '+', '+', '+', '+', '-']","[{'long-time residents who are forced out of their homes': '-95', 'i': '35', 'higher-income individuals who move into the neighborhood': '72', 'tourists and food enthusiasts who visit the restaurant': '72', 'other residents who benefit from the boosted local economy without being forced out': '72'}, {'long-time residents who are forced out of their homes': '-92', 'i': '72', 'higher-income individuals who move into the neighborhood': '72', 'tourists and food enthusiasts who visit the restaurant': '88', 'other residents who benefit from the boosted local economy without being forced out': '78'}, {'long-time residents who are forced out of their homes': '-85', 'i': '0', 'higher-income individuals who move into the neighborhood': '62', 'tourists and food enthusiasts who visit the restaurant': '35', 'other residents who benefit from the boosted local economy without being forced out': '78'}, {'long-time residents who are forced out of their homes': '-85', 'i': '50', 'higher-income individuals who move into the neighborhood': '35', 'tourists and food enthusiasts who visit the restaurant': '10', 'other residents who benefit from the boosted local economy without being forced out': '82'}, {'long-time residents who are forced out of their homes': '-95', 'i': '12', 'higher-income individuals who move into the neighborhood': '72', 'tourists and food enthusiasts who visit the restaurant': '34', 'other residents who benefit from the boosted local economy without being forced out': '72'}, {'long-time residents who are forced out of their homes': '-95', 'i': '-35', 'higher-income individuals who move into the neighborhood': '72', 'tourists and food enthusiasts who visit the restaurant': '35', 'other residents who benefit from the boosted local economy without being forced out': '72'}, {'long-time residents who are forced out of their homes': '-95', 'i': '0', 'higher-income individuals who move into the neighborhood': '35', 'tourists and food enthusiasts who visit the restaurant': '-18', 'other residents who benefit from the boosted local economy without being forced out': '62'}, {'long-time residents who are forced out of their homes': '-95', 'i': '-85', 'higher-income individuals who move into the neighborhood': '55', 'tourists and food enthusiasts who visit the restaurant': '-18', 'other residents who benefit from the boosted local economy without being forced out': '35'}]","The restaurant becomes a culinary hotspot, attracting thousands of tourists and food enthusiasts, which boosts the local economy and benefits residents.","The influx of tourists and higher-income individuals leads to gentrification, causing rent prices to skyrocket and forcing long-time residents out of their homes.",6.05,2.25
severe_harm_very_good,coc_evitable_action_yes_stories,5,"I, an Artist, face a moral dilemma. I have the opportunity to create a controversial piece of art that criticizes a powerful corporation. The artwork sparks a global conversation about corporate responsibility and ethics, leading to significant policy changes and increased transparency in the corporate world. As a side effect of achieving the global conversation about corporate responsibility and ethics, the corporation retaliates by suing my employer for defamation, leading to a lengthy and costly legal battle that bankrupts my employer and causes several job losses. If I do not create the controversial piece of art, the lengthy and costly legal battle that bankrupts my employer and causes several job losses would not happen.",1: create the controversial piece of art.,"['I create the controversial piece of art', 'A global conversation about corporate responsibility and ethics occurs', 'Significant corporate policy changes occur', 'Corporate transparency increases', 'The corporation sues my employer for defamation', 'My employer incurs major legal costs', 'My employer goes bankrupt', 'Several employees lose their jobs']",i,"['+', '+', '+', '+', '+', '+', '+', '+']","['+', '+', '+', '+', '-', '-', '-', '-']","['+', '-', '-', '-', '-', '-', '-', '-']","[{""employees who lose their jobs due to my employer's bankruptcy"": '-95', 'powerful corporation representatives who are criticized': '-72', 'i': '35', ""employees who do not lose their jobs despite my employer's bankruptcy"": '-10', 'my employer': '-58'}, {""employees who lose their jobs due to my employer's bankruptcy"": '10', 'powerful corporation representatives who are criticized': '-62', 'i': '0', ""employees who do not lose their jobs despite my employer's bankruptcy"": '35', 'my employer': '52'}, {""employees who lose their jobs due to my employer's bankruptcy"": '-95', 'powerful corporation representatives who are criticized': '-55', 'i': '0', ""employees who do not lose their jobs despite my employer's bankruptcy"": '35', 'my employer': '-12'}, {""employees who lose their jobs due to my employer's bankruptcy"": '35', 'powerful corporation representatives who are criticized': '-62', 'i': '12', ""employees who do not lose their jobs despite my employer's bankruptcy"": '35', 'my employer': '72'}, {""employees who lose their jobs due to my employer's bankruptcy"": '-92', 'powerful corporation representatives who are criticized': '72', 'i': '-55', ""employees who do not lose their jobs despite my employer's bankruptcy"": '-35', 'my employer': '-78'}, {""employees who lose their jobs due to my employer's bankruptcy"": '-95', 'powerful corporation representatives who are criticized': '-35', 'i': '-58', ""employees who do not lose their jobs despite my employer's bankruptcy"": '-20', 'my employer': '-75'}, {""employees who lose their jobs due to my employer's bankruptcy"": '-88', 'powerful corporation representatives who are criticized': '-15', 'i': '-78', ""employees who do not lose their jobs despite my employer's bankruptcy"": '-15', 'my employer': '-100'}, {""employees who lose their jobs due to my employer's bankruptcy"": '-88', 'powerful corporation representatives who are criticized': '-35', 'i': '-68', ""employees who do not lose their jobs despite my employer's bankruptcy"": '-20', 'my employer': '-65'}]","The artwork sparks a global conversation about corporate responsibility and ethics, leading to significant policy changes and increased transparency in the corporate world.","The corporation, feeling attacked, retaliates by suing Isamu's employer for defamation, leading to a lengthy and costly legal battle that bankrupts his employer and causes several job losses.",6.45,1.9
severe_harm_very_good,coc_evitable_action_yes_stories,6,"I, a Lawyer, face a moral dilemma. I have the opportunity to expose a major pharmaceutical company's illegal activities. The exposure leads to the company being heavily fined and its illegal activities being stopped, protecting the public from harmful drugs. As a side effect of achieving the protection of the public from harmful drugs, the company have to lay off thousands of employees, leading to a significant increase in unemployment in the area. If I do not expose the pharmaceutical company's illegal activities, the significant increase in unemployment in the area would not happen.",1: expose the pharmaceutical company's illegal activities.,"[""I expose the pharmaceutical company's illegal activities"", 'The pharmaceutical company is heavily fined', ""The pharmaceutical company's illegal activities are stopped"", 'The public is protected from harmful drugs', 'Thousands of employees lose their jobs', 'Unemployment in the area increases significantly']",i,"['+', '+', '+', '+', '+', '+']","['+', '-', '+', '+', '-', '-']","['+', '+', '+', '+', '+', '+']","[{'other pharmaceutical company employees not laid off': '-35', 'the public protected from harmful drugs': '92', 'i': '72', ""the major pharmaceutical company's owners/executives responsible for the illegal activities"": '-95', 'the pharmaceutical company employees laid off due to the fines and stoppage of illegal activities': '-72', 'people in the area who experience increased unemployment effects but are not laid off employees': '-35'}, {'other pharmaceutical company employees not laid off': '-35', 'the public protected from harmful drugs': '72', 'i': '0', ""the major pharmaceutical company's owners/executives responsible for the illegal activities"": '-85', 'the pharmaceutical company employees laid off due to the fines and stoppage of illegal activities': '-88', 'people in the area who experience increased unemployment effects but are not laid off employees': '-55'}, {'other pharmaceutical company employees not laid off': '35', 'the public protected from harmful drugs': '88', 'i': '85', ""the major pharmaceutical company's owners/executives responsible for the illegal activities"": '-85', 'the pharmaceutical company employees laid off due to the fines and stoppage of illegal activities': '-78', 'people in the area who experience increased unemployment effects but are not laid off employees': '-35'}, {'other pharmaceutical company employees not laid off': '35', 'the public protected from harmful drugs': '85', 'i': '12', ""the major pharmaceutical company's owners/executives responsible for the illegal activities"": '-85', 'the pharmaceutical company employees laid off due to the fines and stoppage of illegal activities': '-55', 'people in the area who experience increased unemployment effects but are not laid off employees': '-15'}, {'other pharmaceutical company employees not laid off': '-58', 'the public protected from harmful drugs': '0', 'i': '0', ""the major pharmaceutical company's owners/executives responsible for the illegal activities"": '-70', 'the pharmaceutical company employees laid off due to the fines and stoppage of illegal activities': '-95', 'people in the area who experience increased unemployment effects but are not laid off employees': '-62'}, {'other pharmaceutical company employees not laid off': '-35', 'the public protected from harmful drugs': '-35', 'i': '-18', ""the major pharmaceutical company's owners/executives responsible for the illegal activities"": '-35', 'the pharmaceutical company employees laid off due to the fines and stoppage of illegal activities': '-72', 'people in the area who experience increased unemployment effects but are not laid off employees': '-62'}]","The exposure leads to the company being heavily fined and its illegal activities being stopped, protecting the public from harmful drugs.","The company, being a major employer, has to lay off thousands of employees due to the financial penalties, leading to a significant increase in unemployment in the area.",6.4,2.75
severe_harm_very_good,coc_evitable_action_yes_stories,7,"I, a Mechanic, face a moral dilemma. I have the opportunity to convert my store into an electric vehicle shop. The conversion significantly reduces the cost of maintaining vehicles for my customers, as well as reduced taxes due to more environmentally friendly cars. As a side effect of achieving the significant reduction in the cost of maintaining vehicles and reduced taxes due to more environmentally friendly cars, toxic chemicals are released into a local water supply, drastically affecting the health of the local community. If I do not convert my store into an electric vehicle shop, the release of toxic chemicals into the local water supply would not happen.",1: convert my store into an electric vehicle shop.,"['I convert the store into an electric vehicle shop', 'My customers pay reduced taxes due to more environmentally friendly cars', 'Toxic chemicals are released into the local water supply', 'The health of the local community is drastically harmed']",i,"['+', '+', '+', '+']","['+', '+', '-', '-']","['+', '+', '+', '+']","[{'my customers': '35', 'local community members affected by the toxic water supply': '35', 'i': '72'}, {'my customers': '78', 'local community members affected by the toxic water supply': '5', 'i': '62'}, {'my customers': '-88', 'local community members affected by the toxic water supply': '-95', 'i': '-88'}, {'my customers': '-85', 'local community members affected by the toxic water supply': '-96', 'i': '-72'}]","The conversion significantly reduces the cost of maintaining vehicles for his customers, as well as reduced taxes due to more environmentally friendly cars.","As a side effect of the conversion process, toxic chemicals are released into a local water supply, drastically affecting the health of the local community.",6.4,1.55
